Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Velocity (cm/s)
108.940	6.493
108.950	8.600
108.960	8.213
108.970	9.030
108.980	10.363
108.990	10.320
109.000	10.793
109.010	12.040
109.020	11.223
109.030	11.610
109.040	12.943
109.050	11.610
109.060	12.083
109.070	12.943
109.080	12.040
109.090	11.223
109.100	12.900
109.110	10.793
109.120	10.320
109.130	9.503
109.140	10.320
109.150	8.643
109.160	7.310
109.170	8.213
109.180	6.020
109.190	4.773
109.200	5.590
109.210	3.053
109.220	2.580
109.230	2.623
109.240	0.000
109.250	-0.387
109.260	-0.387
109.270	-2.580
109.280	-3.827
109.290	-3.440
109.300	-5.547
109.310	-6.450
109.320	-7.697
109.330	-6.880
109.340	-8.987
109.350	-9.417
109.360	-9.030
109.370	-11.137
109.380	-11.180
109.390	-10.277
109.400	-12.040
109.410	-12.427
109.420	-10.750
109.430	-12.427
109.440	-12.427
109.450	-10.750
109.460	-12.427
109.470	-11.610
109.480	-11.567
109.490	-9.890
109.500	-10.277
109.510	-9.847
109.520	-8.170
109.530	-8.557
109.540	-7.740
109.550	-5.547
109.560	-6.450
109.570	-5.117
109.580	-3.010
109.590	-3.397
109.600	-2.107
109.610	-0.430
109.620	-0.387
109.630	0.430
109.640	3.053
109.650	2.580
109.660	3.483
109.670	4.300
109.680	6.493
109.690	6.020
109.700	6.923
109.710	9.030
109.720	8.213
109.730	9.030
109.740	10.363
109.750	10.320
109.760	9.933
109.770	12.083
109.780	10.750
109.790	10.793
109.800	12.040
109.810	11.223
109.820	10.750
109.830	12.083
109.840	10.750
109.850	10.363
109.860	9.890
109.870	11.223
109.880	9.030
109.890	8.643
109.900	9.030
109.910	6.923
109.920	6.020
109.930	6.493
109.940	4.300
109.950	3.483
109.960	4.300
109.970	1.763
109.980	0.903
109.990	1.290
110.000	-0.817
110.010	-2.150
110.020	-1.677
110.030	-3.870
110.040	-5.117
110.050	-5.590
110.060	-5.117
110.070	-7.740
110.080	-8.127
110.090	-7.697
110.100	-9.460
110.110	-10.277
110.120	-9.460
110.130	-11.137
110.140	-11.610
110.150	-10.707
110.160	-11.567
110.170	-12.040
110.180	-11.137
110.190	-11.610
110.200	-11.997
110.210	-10.750
110.220	-11.137
110.230	-11.567
110.240	-10.750
110.250	-8.987
110.260	-9.890
110.270	-8.987
110.280	-6.880
110.290	-7.267
110.300	-6.450
110.310	-4.687
110.320	-4.687
110.330	-4.300
110.340	-1.677
110.350	-2.150
110.360	-1.247
110.370	0.860
110.380	0.903
110.390	1.720
110.400	4.343
110.410	3.870
110.420	4.343
110.430	5.590
110.440	7.783
110.450	7.353
110.460	7.740
110.470	9.933
110.480	9.460
110.490	9.933
110.500	11.610
110.510	10.363
110.520	11.180
110.530	12.943
110.540	11.180
110.550	11.653
110.560	12.900
110.570	11.653
110.580	11.180
110.590	11.223
110.600	12.470
110.610	10.363
110.620	9.890
110.630	10.793
110.640	9.030
110.650	8.213
110.660	9.030
110.670	6.923
110.680	5.590
110.690	6.493
110.700	4.300
110.710	3.053
110.720	3.913
110.730	1.290
110.740	0.473
110.750	0.430
110.760	-1.247
110.770	-2.580
110.780	-3.827
110.790	-3.010
110.800	-5.547
110.810	-6.450
110.820	-5.977
110.830	-7.697
110.840	-8.600
110.850	-8.127
110.860	-9.890
110.870	-10.707
110.880	-9.890
110.890	-11.137
110.900	-11.997
110.910	-10.750
110.920	-12.427
110.930	-12.470
110.940	-10.707
110.950	-12.470
110.960	-11.997
110.970	-12.427
110.980	-10.320
110.990	-11.137
111.000	-11.180
111.010	-8.987
111.020	-9.460
111.030	-9.417
111.040	-6.880
111.050	-7.697
111.060	-6.407
111.070	-4.730
111.080	-5.117
111.090	-4.300
111.100	-2.107
111.110	-2.150
111.120	-1.247
111.130	1.290
111.140	0.473
111.150	2.193
111.160	2.580
111.170	5.203
111.180	4.300
111.190	5.633
111.200	7.310
111.210	6.923
111.220	7.310
111.230	9.933
111.240	8.600
111.250	9.503
111.260	11.180
111.270	10.793
111.280	10.750
111.290	12.513
111.300	11.180
111.310	11.223
111.320	12.470
111.330	10.793
111.340	11.180
111.350	10.793
111.360	11.610
111.370	9.933
111.380	9.503
111.390	10.320
111.400	8.213
111.410	7.740
111.420	8.643
111.430	6.020
111.440	5.203
111.450	6.020
111.460	3.913
111.470	2.580
111.480	3.053
111.490	0.860
111.500	0.043
111.510	0.000
111.520	-2.107
111.530	-2.967
111.540	-4.300
111.550	-3.397
111.560	-5.590
111.570	-6.407
111.580	-6.020
111.590	-8.127
111.600	-8.600
111.610	-7.697
111.620	-9.417
111.630	-10.320
111.640	-9.847
111.650	-11.180
111.660	-11.137
111.670	-10.320
111.680	-11.997
111.690	-11.997
111.700	-11.610
111.710	-9.847
111.720	-11.610
111.730	-11.137
111.740	-9.030
111.750	-10.707
111.760	-9.890
111.770	-7.697
111.780	-8.987
111.790	-7.740
111.800	-5.977
111.810	-6.880
111.820	-5.547
111.830	-3.440
111.840	-3.827
111.850	-3.010
111.860	-0.387
111.870	-1.247
111.880	0.000
111.890	0.903
111.900	3.440
111.910	3.053
111.920	3.870
111.930	6.063
111.940	5.160
111.950	6.493
111.960	8.600
111.970	7.783
111.980	8.600
111.990	10.363
112.000	9.460
112.010	9.933
112.020	12.040
112.030	10.793
112.040	11.223
112.050	12.470
112.060	11.653
112.070	11.180
112.080	11.223
112.090	12.470
112.100	10.793
112.110	10.320
112.120	11.223
112.130	9.890
112.140	8.643
112.150	9.890
112.160	7.783
112.170	6.880
112.180	7.353
112.190	5.160
112.200	4.343
112.210	4.300
112.220	2.623
112.230	1.290
112.240	1.763
112.250	-0.387
112.260	-1.290
112.270	-2.537
112.280	-2.150
112.290	-4.687
112.300	-5.160
112.310	-5.117
112.320	-7.310
112.330	-8.127
112.340	-7.267
112.350	-9.030
112.360	-9.847
112.370	-9.030
112.380	-10.707
112.390	-11.610
112.400	-10.277
112.410	-12.427
112.420	-12.470
112.430	-11.137
112.440	-12.470
112.450	-11.997
112.460	-12.470
112.470	-10.707
112.480	-11.180
112.490	-11.567
112.500	-9.417
112.510	-10.320
112.520	-9.847
112.530	-7.740
112.540	-8.557
112.550	-7.740
112.560	-5.547
112.570	-5.977
112.580	-5.160
112.590	-2.537
112.600	-3.010
112.610	-2.107
112.620	-1.720
112.630	1.333
112.640	0.430
112.650	1.763
112.660	4.300
112.670	3.913
112.680	4.773
112.690	6.450
112.700	6.493
112.710	6.880
112.720	9.073
112.730	8.170
112.740	9.073
112.750	11.180
112.760	10.363
112.770	10.320
112.780	12.513
112.790	11.610
112.800	11.653
112.810	11.610
112.820	12.513
112.830	11.610
112.840	11.223
112.850	12.040
112.860	10.793
112.870	10.320
112.880	11.223
112.890	9.460
112.900	9.073
112.910	9.460
112.920	7.783
112.930	6.923
112.940	7.310
112.950	5.203
112.960	4.300
112.970	4.343
112.980	2.150
112.990	1.333
113.000	0.430
113.010	0.473
113.020	-1.290
113.030	-2.537
113.040	-2.150
113.050	-4.687
113.060	-5.117
113.070	-5.160
113.080	-7.267
113.090	-7.740
113.100	-7.267
113.110	-9.460
113.120	-9.847
113.130	-8.987
113.140	-11.180
113.150	-11.137
113.160	-10.320
113.170	-11.997
113.180	-11.610
113.190	-11.997
113.200	-10.750
113.210	-11.997
113.220	-11.567
113.230	-10.320
113.240	-11.137
113.250	-10.750
113.260	-8.987
113.270	-9.890
113.280	-8.987
113.290	-6.837
113.300	-8.170
113.310	-6.837
113.320	-4.730
113.330	-5.117
113.340	-4.300
113.350	-2.107
113.360	-2.580
113.370	-1.247
113.380	-0.817
113.390	1.720
113.400	1.333
113.410	2.150
113.420	4.343
113.430	3.870
113.440	4.773
113.450	6.880
113.460	6.493
113.470	6.880
113.480	9.073
113.490	8.600
113.500	8.643
113.510	10.750
113.520	9.933
113.530	9.933
113.540	10.750
113.550	11.653
113.560	10.750
113.570	10.793
113.580	11.610
113.590	10.363
113.600	10.320
113.610	11.223
113.620	9.460
113.630	9.503
113.640	10.320
113.650	8.213
113.660	7.740
113.670	8.213
113.680	6.450
113.690	5.633
113.700	6.020
113.710	3.483
113.720	3.010
113.730	1.763
113.740	2.623
113.750	0.000
113.760	-1.247
113.770	-0.430
113.780	-2.537
113.790	-3.870
113.800	-2.967
113.810	-5.590
113.820	-5.977
113.830	-5.590
113.840	-7.697
113.850	-8.557
113.860	-7.740
113.870	-9.847
113.880	-9.890
113.890	-9.417
113.900	-11.180
113.910	-11.137
113.920	-11.567
113.930	-10.320
113.940	-11.997
113.950	-11.610
113.960	-10.277
113.970	-11.180
113.980	-10.707
113.990	-9.417
114.000	-10.320
114.010	-10.277
114.020	-7.740
114.030	-8.987
114.040	-8.170
114.050	-5.977
114.060	-6.880
114.070	-5.547
114.080	-3.397
114.090	-4.300
114.100	-2.967
114.110	-2.150
114.120	0.043
114.130	0.000
114.140	0.473
114.150	3.010
114.160	2.623
114.170	3.010
114.180	5.633
114.190	5.203
114.200	6.020
114.210	8.213
114.220	7.310
114.230	8.213
114.240	9.890
114.250	9.503
114.260	9.890
114.270	11.653
114.280	10.320
114.290	11.223
114.300	10.750
114.310	12.513
114.320	11.180
114.330	10.793
114.340	12.470
114.350	10.793
114.360	10.750
114.370	11.223
114.380	9.890
114.390	9.073
114.400	10.320
114.410	8.213
114.420	7.353
114.430	7.740
114.440	6.063
114.450	5.160
114.460	3.913
114.470	4.730
114.480	2.193
114.490	1.720
114.500	1.763
114.510	-0.430
114.520	-1.677
114.530	-0.860
114.540	-3.397
114.550	-4.257
114.560	-3.870
114.570	-5.977
114.580	-6.880
114.590	-6.407
114.600	-8.170
114.610	-8.987
114.620	-8.600
114.630	-9.847
114.640	-10.707
114.650	-11.180
114.660	-10.277
114.670	-11.610
114.680	-11.997
114.690	-10.750
114.700	-11.997
114.710	-11.997
114.720	-10.750
114.730	-11.567
114.740	-11.610
114.750	-9.847
114.760	-10.750
114.770	-9.847
114.780	-8.557
114.790	-9.030
114.800	-8.127
114.810	-6.450
114.820	-6.837
114.830	-5.590
114.840	-5.117
114.850	-2.580
114.860	-3.397
114.870	-2.107
114.880	-0.430
114.890	-0.387
114.900	0.430
114.910	3.053
114.920	2.150
114.930	3.483
114.940	5.590
114.950	5.203
114.960	6.020
114.970	8.213
114.980	7.310
114.990	8.213
115.000	9.503
115.010	9.030
115.020	9.933
115.030	9.890
115.040	11.653
115.050	10.750
115.060	10.793
115.070	12.470
115.080	10.793
115.090	10.750
115.100	12.083
115.110	10.750
115.120	9.933
115.130	11.180
115.140	9.503
115.150	8.600
115.160	9.503
115.170	7.740
115.180	6.923
115.190	7.740
115.200	5.203
115.210	4.343
115.220	3.440
115.230	4.343
115.240	1.720
115.250	1.333
115.260	1.290
115.270	-0.817
115.280	-1.720
115.290	-1.247
115.300	-3.870
115.310	-4.257
115.320	-4.257
115.330	-6.020
115.340	-7.267
115.350	-6.450
115.360	-8.127
115.370	-9.030
115.380	-9.417
115.390	-8.600
115.400	-10.277
115.410	-10.707
115.420	-9.460
115.430	-11.567
115.440	-11.180
115.450	-9.847
115.460	-11.610
115.470	-11.137
115.480	-9.847
115.490	-11.180
115.500	-10.277
115.510	-9.030
115.520	-9.417
115.530	-9.460
115.540	-7.267
115.550	-7.697
115.560	-7.310
115.570	-6.407
115.580	-4.730
115.590	-4.257
115.600	-4.300
115.610	-1.677
115.620	-1.720
115.630	-1.247
115.640	0.903
115.650	0.860
115.660	1.763
115.670	3.870
115.680	3.483
115.690	4.300
115.700	6.493
115.710	6.020
115.720	6.923
115.730	8.600
115.740	8.213
115.750	8.600
115.760	9.503
115.770	10.750
115.780	10.363
115.790	10.320
115.800	12.083
115.810	10.750
115.820	10.793
115.830	12.083
115.840	10.750
115.850	10.793
115.860	11.610
115.870	9.933
115.880	9.460
115.890	10.793
115.900	8.600
115.910	7.783
115.920	8.600
115.930	6.493
115.940	5.590
115.950	5.203
115.960	5.160
115.970	3.053
115.980	2.580
115.990	2.623
116.000	0.903
116.010	-0.430
116.020	0.043
116.030	-2.150
116.040	-3.397
116.050	-3.010
116.060	-4.687
116.070	-6.020
116.080	-5.547
116.090	-7.310
116.100	-8.557
116.110	-8.987
116.120	-8.170
116.130	-9.847
116.140	-10.750
116.150	-9.417
116.160	-11.180
116.170	-11.567
116.180	-10.277
116.190	-12.040
116.200	-11.567
116.210	-10.750
116.220	-11.997
116.230	-11.610
116.240	-9.847
116.250	-10.707
116.260	-11.180
116.270	-8.557
116.280	-9.460
116.290	-8.557
116.300	-8.170
116.310	-5.977
116.320	-6.407
116.330	-6.020
116.340	-3.397
116.350	-4.300
116.360	-3.397
116.370	-0.860
116.380	-1.247
116.390	-0.430
116.400	2.193
116.410	1.290
116.420	2.623
116.430	5.203
116.440	4.300
116.450	5.203
116.460	7.310
116.470	6.923
116.480	7.740
116.490	8.213
116.500	9.890
116.510	9.503
116.520	9.890
116.530	11.223
116.540	10.750
116.550	10.793
116.560	12.470
116.570	11.223
116.580	11.180
116.590	12.513
116.600	11.180
116.610	10.793
116.620	12.040
116.630	10.363
116.640	9.503
116.650	10.750
116.660	8.213
116.670	8.170
116.680	7.353
116.690	7.740
116.700	5.633
116.710	5.160
116.720	5.203
116.730	3.440
116.740	2.623
116.750	2.580
116.760	0.473
116.770	-0.430
116.780	-0.387
116.790	-2.537
116.800	-3.440
116.810	-2.967
116.820	-5.160
116.830	-6.407
116.840	-5.590
116.850	-7.267
116.860	-8.600
116.870	-8.987
116.880	-8.127
116.890	-9.890
116.900	-10.707
116.910	-9.460
116.920	-11.137
116.930	-11.610
116.940	-10.277
116.950	-11.567
116.960	-11.610
116.970	-10.277
116.980	-11.180
116.990	-11.567
117.000	-9.460
117.010	-10.277
117.020	-10.277
117.030	-9.460
117.040	-7.697
117.050	-8.170
117.060	-7.697
117.070	-5.590
117.080	-5.977
117.090	-5.160
117.100	-3.397
117.110	-2.967
117.120	-3.010
117.130	-0.387
117.140	-0.860
117.150	0.043
117.160	2.580
117.170	1.763
117.180	3.010
117.190	4.773
117.200	4.300
117.210	5.633
117.220	6.063
117.230	7.740
117.240	7.353
117.250	8.170
117.260	9.503
117.270	9.030
117.280	9.073
117.290	11.180
117.300	9.933
117.310	10.320
117.320	11.223
117.330	10.320
117.340	10.793
117.350	11.610
117.360	9.933
117.370	9.890
117.380	10.793
117.390	9.030
117.400	8.213
117.410	8.170
117.420	8.643
117.430	6.923
117.440	6.020
117.450	6.923
117.460	4.300
117.470	4.343
117.480	3.870
117.490	2.193
117.500	1.720
117.510	1.763
117.520	-0.430
117.530	-1.677
117.540	-1.290
117.550	-3.397
117.560	-4.257
117.570	-3.870
117.580	-5.977
117.590	-6.450
117.600	-7.697
117.610	-6.880
117.620	-8.557
117.630	-8.987
117.640	-8.170
117.650	-9.847
117.660	-10.750
117.670	-9.417
117.680	-10.750
117.690	-11.137
117.700	-9.890
117.710	-11.567
117.720	-11.137
117.730	-9.890
117.740	-10.707
117.750	-10.320
117.760	-10.277
117.770	-8.170
117.780	-8.987
117.790	-8.557
117.800	-6.450
117.810	-6.837
117.820	-6.880
117.830	-4.257
117.840	-4.730
117.850	-4.257
117.860	-1.677
117.870	-2.580
117.880	-1.677
117.890	0.860
117.900	0.043
117.910	1.290
117.920	3.913
117.930	3.010
117.940	3.913
117.950	5.160
117.960	6.923
117.970	6.020
117.980	7.353
117.990	8.600
118.000	8.213
118.010	9.073
118.020	10.320
118.030	9.933
118.040	9.890
118.050	11.653
118.060	10.750
118.070	10.793
118.080	12.040
118.090	10.793
118.100	10.750
118.110	11.653
118.120	10.320
118.130	9.933
118.140	9.460
118.150	10.363
118.160	8.170
118.170	8.213
118.180	8.170
118.190	6.493
118.200	6.020
118.210	6.063
118.220	4.343
118.230	3.440
118.240	3.913
118.250	1.290
118.260	0.903
118.270	0.860
118.280	-1.247
118.290	-2.150
118.300	-2.107
118.310	-3.870
118.320	-5.117
118.330	-5.547
118.340	-5.590
118.350	-7.267
118.360	-8.170
118.370	-7.267
118.380	-9.460
118.390	-9.847
118.400	-8.987
118.410	-10.750
118.420	-11.137
118.430	-10.320
118.440	-11.567
118.450	-11.610
118.460	-10.707
118.470	-11.997
118.480	-11.610
118.490	-10.277
118.500	-11.180
118.510	-11.137
118.520	-10.320
118.530	-8.557
118.540	-9.417
118.550	-8.600
118.560	-6.837
118.570	-7.310
118.580	-6.837
118.590	-4.730
118.600	-4.687
118.610	-4.300
118.620	-2.107
118.630	-2.537
118.640	-1.290
118.650	0.473
118.660	0.430
118.670	1.333
118.680	2.150
118.690	4.773
118.700	3.870
118.710	4.773
118.720	7.310
118.730	6.493
118.740	7.310
118.750	9.073
118.760	8.643
118.770	8.600
118.780	10.793
118.790	9.460
118.800	9.933
118.810	11.610
118.820	10.793
118.830	10.320
118.840	12.083
118.850	10.750
118.860	10.793
118.870	10.320
118.880	11.223
118.890	9.460
118.900	9.073
118.910	10.320
118.920	7.783
118.930	7.740
118.940	8.213
118.950	6.020
118.960	5.633
118.970	6.063
118.980	3.440
118.990	3.053
119.000	3.440
119.010	0.903
119.020	0.430
119.030	0.473
119.040	-1.290
119.050	-2.967
119.060	-3.010
119.070	-2.967
119.080	-5.117
119.090	-6.020
119.100	-5.117
119.110	-7.310
119.120	-8.127
119.130	-7.310
119.140	-8.987
119.150	-9.460
119.160	-8.987
119.170	-10.277
119.180	-10.320
119.190	-9.847
119.200	-10.750
119.210	-11.137
119.220	-9.890
119.230	-11.137
119.240	-10.707
119.250	-11.180
119.260	-8.987
119.270	-10.320
119.280	-9.417
119.290	-7.740
119.300	-8.557
119.310	-7.697
119.320	-6.020
119.330	-6.407
119.340	-5.590
119.350	-3.397
119.360	-4.300
119.370	-2.967
119.380	-0.860
119.390	-1.247
119.400	-0.387
119.410	0.860
119.420	2.623
119.430	2.150
119.440	3.053
119.450	5.590
119.460	4.773
119.470	6.020
119.480	7.783
119.490	6.880
119.500	7.783
119.510	9.460
119.520	9.073
119.530	9.503
119.540	10.750
119.550	9.933
119.560	10.320
119.570	11.653
119.580	10.320
119.590	10.363
119.600	10.320
119.610	11.653
119.620	10.320
119.630	9.503
119.640	10.750
119.650	8.643
119.660	8.600
119.670	8.643
119.680	6.880
119.690	6.493
119.700	6.880
119.710	4.773
119.720	4.343
119.730	4.300
119.740	2.623
119.750	1.720
119.760	1.763
119.770	-0.430
119.780	-1.247
119.790	-2.150
119.800	-1.677
119.810	-3.870
119.820	-4.687
119.830	-4.257
119.840	-6.450
119.850	-6.837
119.860	-6.880
119.870	-8.127
119.880	-9.030
119.890	-8.557
119.900	-9.890
119.910	-10.277
119.920	-9.847
119.930	-10.750
119.940	-11.567
119.950	-9.890
119.960	-11.567
119.970	-11.180
119.980	-11.567
119.990	-9.847
120.000	-10.750
120.010	-10.707
120.020	-9.460
120.030	-9.847
120.040	-9.030
120.050	-6.837
120.060	-8.127
120.070	-6.880
120.080	-4.687
120.090	-6.020
120.100	-4.687
120.110	-2.580
120.120	-3.397
120.130	-2.107
120.140	-1.290
120.150	0.903
120.160	0.430
120.170	1.763
120.180	3.870
120.190	3.483
120.200	3.870
120.210	6.493
120.220	6.020
120.230	6.493
120.240	8.600
120.250	7.783
120.260	8.170
120.270	10.363
120.280	9.503
120.290	9.890
120.300	11.653
120.310	10.750
120.320	10.793
120.330	10.750
120.340	12.083
120.350	10.750
120.360	10.793
120.370	11.610
120.380	10.363
120.390	9.890
120.400	11.223
120.410	8.600
120.420	8.643
120.430	9.030
120.440	6.923
120.450	6.450
120.460	6.923
120.470	4.773
120.480	3.870
120.490	4.773
120.500	2.150
120.510	1.333
120.520	0.430
120.530	0.903
120.540	-1.290
120.550	-2.537
120.560	-2.150
120.570	-3.827
120.580	-5.117
120.590	-4.300
120.600	-6.837
120.610	-7.310
120.620	-6.837
120.630	-8.600
120.640	-8.987
120.650	-8.600
120.660	-10.277
120.670	-10.277
120.680	-9.460
120.690	-11.137
120.700	-11.180
120.710	-11.137
