Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Velocity (cm/s)
30.340	-23.177
30.350	-23.650
30.360	-25.757
30.370	-27.090
30.380	-26.187
30.390	-28.380
30.400	-28.767
30.410	-27.520
30.420	-28.767
30.430	-28.767
30.440	-26.660
30.450	-27.477
30.460	-27.090
30.470	-25.327
30.480	-23.650
30.490	-23.177
30.500	-21.930
30.510	-18.877
30.520	-18.490
30.530	-16.727
30.540	-13.287
30.550	-12.470
30.560	-10.707
30.570	-6.880
30.580	-5.547
30.590	-3.010
30.600	0.473
30.610	1.290
30.620	3.483
30.630	7.310
30.640	8.170
30.650	10.793
30.660	12.470
30.670	15.953
30.680	16.770
30.690	18.533
30.700	21.500
30.710	21.543
30.720	23.220
30.730	26.273
30.740	25.370
30.750	26.660
30.760	28.423
30.770	27.520
30.780	27.993
30.790	29.670
30.800	27.993
30.810	27.950
30.820	28.810
30.830	26.703
30.840	25.800
30.850	26.273
30.860	23.650
30.870	22.403
30.880	20.640
30.890	20.640
30.900	17.243
30.910	15.480
30.920	14.663
30.930	11.180
30.940	9.073
30.950	8.170
30.960	4.343
30.970	1.720
30.980	1.333
30.990	-2.580
31.000	-5.117
31.010	-6.020
31.020	-9.417
31.030	-11.610
31.040	-12.427
31.050	-15.480
31.060	-17.587
31.070	-19.350
31.080	-19.737
31.090	-22.747
31.100	-23.650
31.110	-23.607
31.120	-26.230
31.130	-24.467
31.140	-25.370
31.150	-24.467
31.160	-27.520
31.170	-26.617
31.180	-27.520
31.190	-27.477
31.200	-24.467
31.210	-25.800
31.220	-24.467
31.230	-21.500
31.240	-22.317
31.250	-20.640
31.260	-21.027
31.270	-20.640
31.280	-19.307
31.290	-17.157
31.300	-13.330
31.310	-12.427
31.320	-9.890
31.330	-9.417
31.340	-7.310
31.350	-2.107
31.360	1.290
31.370	2.623
31.380	4.730
31.390	8.213
31.400	9.030
31.410	11.180
31.420	14.663
31.430	15.050
31.440	16.813
31.450	19.780
31.460	19.823
31.470	21.500
31.480	22.833
31.490	24.940
31.500	24.553
31.510	25.370
31.520	27.090
31.530	26.273
31.540	26.230
31.550	27.993
31.560	26.660
31.570	26.273
31.580	26.660
31.590	24.940
31.600	24.123
31.610	24.080
31.620	21.543
31.630	20.210
31.640	19.823
31.650	17.200
31.660	15.093
31.670	14.620
31.680	11.180
31.690	9.073
31.700	7.740
31.710	5.633
31.720	2.150
31.730	0.043
31.740	-0.430
31.750	-4.257
31.760	-6.880
31.770	-7.697
31.780	-11.180
31.790	-12.427
31.800	-14.190
31.810	-16.727
31.820	-18.447
31.830	-18.920
31.840	-21.887
31.850	-23.220
31.860	-22.747
31.870	-25.370
31.880	-25.757
31.890	-27.090
31.900	-25.327
31.910	-27.477
31.920	-27.520
31.930	-26.187
31.940	-27.090
31.950	-26.617
31.960	-24.510
31.970	-24.897
31.980	-24.080
31.990	-21.457
32.000	-21.070
32.010	-20.167
32.020	-16.727
32.030	-16.770
32.040	-15.007
32.050	-12.040
32.060	-10.707
32.070	-9.030
32.080	-6.407
32.090	-3.440
32.100	-2.107
32.110	0.000
32.120	3.913
32.130	4.300
32.140	6.923
32.150	10.320
32.160	10.793
32.170	12.900
32.180	16.383
32.190	16.340
32.200	18.490
32.210	21.543
32.220	21.500
32.230	24.983
32.240	26.660
32.250	26.273
32.260	26.230
32.270	26.230
32.280	26.273
32.290	25.800
32.300	25.413
32.310	28.380
32.320	26.703
32.330	25.800
32.340	26.703
32.350	24.510
32.360	23.650
32.370	23.693
32.380	20.640
32.390	19.393
32.400	18.920
32.410	15.953
32.420	14.190
32.430	12.943
32.440	9.890
32.450	7.783
32.460	6.880
32.470	3.053
32.480	0.860
32.490	-1.247
32.500	-2.150
32.510	-5.977
32.520	-8.170
32.530	-8.987
32.540	-12.470
32.550	-14.147
32.560	-15.050
32.570	-18.017
32.580	-19.780
32.590	-20.167
32.600	-22.790
32.610	-24.037
32.620	-23.650
32.630	-26.187
32.640	-27.047
32.650	-25.800
32.660	-27.907
32.670	-27.950
32.680	-26.617
32.690	-27.950
32.700	-27.477
32.710	-27.090
32.720	-24.897
32.730	-25.327
32.740	-24.510
32.750	-21.887
32.760	-21.500
32.770	-19.737
32.780	-17.200
32.790	-16.727
32.800	-14.620
32.810	-11.137
32.820	-10.320
32.830	-8.557
32.840	-4.730
32.850	-4.257
32.860	-1.720
32.870	2.193
32.880	3.010
32.890	5.203
32.900	7.740
32.910	10.793
32.920	11.180
32.930	13.803
32.940	16.770
32.950	17.243
32.960	18.920
32.970	21.973
32.980	22.360
32.990	23.220
33.000	25.843
33.010	24.940
33.020	25.843
33.030	27.950
33.040	26.273
33.050	27.090
33.060	27.520
33.070	26.703
33.080	25.800
33.090	25.843
33.100	25.800
33.110	24.123
33.120	22.790
33.130	22.833
33.140	19.780
33.150	18.060
33.160	18.103
33.170	14.620
33.180	12.513
33.190	12.040
33.200	8.643
33.210	6.450
33.220	5.633
33.230	2.150
33.240	-0.387
33.250	-1.290
33.260	-4.687
33.270	-6.880
33.280	-7.697
33.290	-11.180
33.300	-13.287
33.310	-14.620
33.320	-15.437
33.330	-18.490
33.340	-19.737
33.350	-20.210
33.360	-22.317
33.370	-24.037
33.380	-23.650
33.390	-25.757
33.400	-26.230
33.410	-25.327
33.420	-27.090
33.430	-27.047
33.440	-25.800
33.450	-27.047
33.460	-26.187
33.470	-24.510
33.480	-24.467
33.490	-24.080
33.500	-22.747
33.510	-17.200
33.520	-15.007
33.530	-17.200
33.540	-14.147
33.550	-13.330
33.560	-11.137
33.570	-9.460
33.580	-7.697
33.590	-5.117
33.600	-1.290
33.610	6.880
33.620	18.103
33.630	7.740
33.640	12.083
33.650	23.220
33.660	12.083
33.670	9.030
33.680	-2.537
33.690	9.030
33.700	15.523
33.710	-4.300
33.720	16.813
33.730	21.070
33.740	21.973
33.750	23.220
33.760	25.370
33.770	24.983
33.780	21.500
33.790	25.413
33.800	26.230
33.810	26.273
33.820	27.520
33.830	25.843
33.840	25.370
33.850	25.800
33.860	23.263
33.870	22.360
33.880	22.403
33.890	19.780
33.900	17.673
33.910	15.910
33.920	15.523
33.930	12.040
33.940	9.933
33.950	9.460
33.960	6.020
33.970	3.913
33.980	2.580
33.990	-0.387
34.000	-3.440
34.010	-3.827
34.020	-7.310
34.030	-9.417
34.040	-10.277
34.050	-13.760
34.060	-15.007
34.070	-15.910
34.080	-18.447
34.090	-20.210
34.100	-22.317
34.110	-21.930
34.120	-24.467
34.130	-25.800
34.140	-24.897
34.150	-27.090
34.160	-27.047
34.170	-26.187
34.180	-27.520
34.190	-27.477
34.200	-25.800
34.210	-26.617
34.220	-25.800
34.230	-24.037
34.240	-24.037
34.250	-22.790
34.260	-20.167
34.270	-19.780
34.280	-18.447
34.290	-14.620
34.300	-14.577
34.310	-12.470
34.320	-10.707
34.330	-7.310
34.340	-6.407
34.350	-4.300
34.360	-0.387
34.370	0.430
34.380	3.053
34.390	6.450
34.400	7.353
34.410	9.030
34.420	12.943
34.430	12.900
34.440	15.093
34.450	18.060
34.460	18.533
34.470	20.210
34.480	23.220
34.490	22.833
34.500	24.510
34.510	24.983
34.520	27.090
34.530	26.273
34.540	26.660
34.550	27.993
34.560	26.230
34.570	26.660
34.580	27.563
34.590	25.800
34.600	24.983
34.610	25.370
34.620	23.263
34.630	21.930
34.640	21.500
34.650	18.963
34.660	16.770
34.670	16.813
34.680	12.900
34.690	11.653
34.700	9.030
34.710	8.643
34.720	4.730
34.730	3.053
34.740	1.720
34.750	-1.677
34.760	-3.870
34.770	-4.687
34.780	-8.170
34.790	-10.277
34.800	-11.180
34.810	-14.147
34.820	-16.340
34.830	-16.297
34.840	-19.780
34.850	-20.597
34.860	-21.027
34.870	-23.650
34.880	-23.177
34.890	-22.790
34.900	-25.757
34.910	-22.790
34.920	-25.757
34.930	-24.940
34.940	-24.897
34.950	-24.080
34.960	-20.597
34.970	-20.597
34.980	-25.800
34.990	-27.477
35.000	-26.230
35.010	-23.607
35.020	-20.210
35.030	-19.737
35.040	-17.200
35.050	-13.717
35.060	-13.760
35.070	-11.997
35.080	-8.557
35.090	-10.320
35.100	-10.277
35.110	-3.010
35.120	0.473
35.130	1.720
35.140	3.483
35.150	6.880
35.160	7.783
35.170	9.890
35.180	12.900
35.190	13.803
35.200	15.480
35.210	17.673
35.220	18.490
35.230	19.393
35.240	22.360
35.250	21.973
35.260	23.220
35.270	24.983
35.280	24.510
35.290	25.370
35.300	25.413
35.310	26.660
35.320	25.413
35.330	24.940
35.340	25.413
35.350	23.650
35.360	23.220
35.370	23.263
35.380	21.500
35.390	19.393
35.400	19.780
35.410	16.813
35.420	15.480
35.430	14.233
35.440	11.610
35.450	9.503
35.460	8.600
35.470	5.203
35.480	3.440
35.490	3.053
35.500	-0.430
35.510	-3.827
35.520	-6.020
35.530	-6.837
35.540	-9.460
35.550	-11.997
35.560	-12.470
35.570	-15.437
35.580	-17.630
35.590	-17.157
35.600	-20.210
35.610	-21.457
35.620	-20.640
35.630	-24.037
35.640	-24.467
35.650	-24.080
35.660	-25.757
35.670	-26.230
35.680	-24.897
35.690	-25.800
35.700	-26.187
35.710	-25.370
35.720	-23.177
35.730	-24.037
35.740	-23.220
35.750	-20.597
35.760	-21.070
35.770	-19.737
35.780	-16.770
35.790	-16.297
35.800	-15.050
35.810	-11.567
35.820	-10.750
35.830	-8.987
35.840	-6.020
35.850	-4.687
35.860	-3.010
35.870	0.473
35.880	1.290
35.890	3.483
35.900	7.310
35.910	7.783
35.920	9.460
35.930	12.083
35.940	14.620
35.950	15.093
35.960	17.200
35.970	19.823
35.980	19.780
35.990	21.543
36.000	23.650
36.010	23.220
36.020	24.553
36.030	26.230
36.040	25.843
36.050	25.370
36.060	27.133
36.070	25.800
36.080	25.370
36.090	26.273
36.100	24.080
36.110	24.123
36.120	22.790
36.130	22.833
36.140	20.640
36.150	18.963
36.160	18.920
36.170	15.523
36.180	14.190
36.190	13.330
36.200	10.363
36.210	8.170
36.220	7.353
36.230	3.870
36.240	1.763
36.250	0.860
36.260	-2.537
36.270	-4.730
36.280	-5.547
36.290	-9.030
36.300	-11.137
36.310	-12.900
36.320	-13.287
36.330	-16.727
36.340	-18.490
36.350	-18.447
36.360	-21.070
36.370	-22.317
36.380	-22.360
36.390	-24.467
36.400	-25.370
36.410	-24.897
36.420	-26.230
36.430	-26.617
36.440	-25.757
36.450	-26.660
36.460	-26.617
36.470	-24.510
36.480	-25.327
36.490	-24.510
36.500	-22.747
36.510	-22.360
36.520	-21.457
36.530	-20.167
36.540	-16.770
36.550	-16.297
36.560	-15.050
36.570	-11.137
36.580	-10.750
36.590	-8.557
36.600	-5.590
36.610	-4.687
36.620	-2.580
36.630	0.903
36.640	1.720
36.650	3.913
36.660	7.310
36.670	8.213
36.680	10.750
36.690	13.373
36.700	14.190
36.710	16.383
36.720	17.200
36.730	20.683
36.740	20.210
36.750	21.500
36.760	24.123
36.770	23.650
36.780	24.553
36.790	26.230
36.800	25.413
36.810	25.800
36.820	27.090
36.830	25.413
36.840	24.940
36.850	26.273
36.860	23.650
36.870	22.833
36.880	23.220
36.890	21.113
36.900	19.350
36.910	18.103
36.920	17.630
36.930	15.050
36.940	12.513
36.950	12.470
36.960	8.643
36.970	6.880
36.980	6.493
36.990	2.580
37.000	0.903
37.010	-0.430
37.020	-3.397
37.030	-6.020
37.040	-6.407
37.050	-9.460
37.060	-11.567
37.070	-12.470
37.080	-15.007
37.090	-16.770
37.100	-16.727
37.110	-19.737
37.120	-21.070
37.130	-22.317
37.140	-22.360
37.150	-24.467
37.160	-24.510
37.170	-24.467
37.180	-25.800
37.190	-25.757
37.200	-24.897
37.210	-25.800
37.220	-25.327
37.230	-23.650
37.240	-24.037
37.250	-23.220
37.260	-20.597
37.270	-17.630
37.280	-14.577
37.290	-15.050
37.300	-13.717
37.310	-11.997
37.320	-9.890
37.330	-7.267
37.340	-4.300
37.350	3.483
37.360	1.720
37.370	-0.387
37.380	0.430
37.390	3.913
37.400	4.300
37.410	6.063
37.420	7.740
37.430	3.483
37.440	-4.730
37.450	12.040
37.460	13.373
37.470	16.340
37.480	18.963
37.490	19.780
37.500	20.683
37.510	19.350
37.520	21.113
37.530	23.220
37.540	24.983
37.550	25.800
37.560	25.370
37.570	24.983
37.580	26.230
37.590	24.983
37.600	24.080
37.610	24.983
37.620	22.360
37.630	21.543
37.640	21.500
37.650	18.920
37.660	17.243
37.670	16.770
37.680	14.233
37.690	12.040
37.700	11.653
37.710	8.600
37.720	6.493
37.730	4.300
37.740	3.483
37.750	0.000
37.760	-2.107
37.770	-3.010
37.780	-6.407
37.790	-8.170
37.800	-8.987
37.810	-12.040
37.820	-13.717
37.830	-14.620
37.840	-17.157
37.850	-19.350
37.860	-18.877
37.870	-21.887
37.880	-22.790
37.890	-22.317
37.900	-24.940
37.910	-24.897
37.920	-25.800
37.930	-24.897
37.940	-26.230
37.950	-26.187
37.960	-24.467
37.970	-25.370
37.980	-25.327
37.990	-22.360
38.000	-23.177
38.010	-21.930
38.020	-19.307
38.030	-19.350
38.040	-18.017
38.050	-14.577
38.060	-14.620
38.070	-12.427
38.080	-9.890
38.090	-8.987
38.100	-6.880
38.110	-4.687
38.120	-0.860
38.130	0.043
38.140	1.720
38.150	5.633
38.160	6.020
38.170	8.213
38.180	11.610
38.190	11.653
38.200	13.760
38.210	16.770
38.220	16.813
38.230	18.920
38.240	21.543
38.250	21.070
38.260	22.833
38.270	24.940
38.280	24.123
38.290	24.510
38.300	26.703
38.310	25.370
38.320	25.370
38.330	25.413
38.340	26.230
38.350	24.553
38.360	24.080
38.370	24.553
38.380	22.360
38.390	20.683
38.400	21.070
38.410	18.490
38.420	16.383
38.430	16.340
38.440	13.373
38.450	11.610
38.460	10.793
38.470	7.310
38.480	5.633
38.490	4.730
38.500	1.333
38.510	-0.860
38.520	-2.967
38.530	-3.870
38.540	-7.267
38.550	-9.030
38.560	-9.847
38.570	-12.900
38.580	-15.007
38.590	-15.050
38.600	-18.017
38.610	-19.350
38.620	-19.307
38.630	-21.887
38.640	-23.220
38.650	-22.747
38.660	-24.510
38.670	-24.897
38.680	-24.510
38.690	-25.327
38.700	-24.940
38.710	-23.607
38.720	-24.037
38.730	-24.510
38.740	-24.037
38.750	-23.650
38.760	-23.607
38.770	-21.070
38.780	-18.877
38.790	-18.490
38.800	-16.727
38.810	-13.760
38.820	-13.287
38.830	-11.567
38.840	-8.600
38.850	-7.697
38.860	-5.590
38.870	-2.537
38.880	-1.720
38.890	0.473
38.900	3.870
38.910	4.773
38.920	6.880
38.930	8.213
38.940	11.610
38.950	12.083
38.960	13.760
38.970	16.340
38.980	16.813
38.990	18.060
39.000	21.113
39.010	21.070
39.020	21.543
39.030	24.080
39.040	23.263
39.050	23.650
39.060	24.940
39.070	24.123
39.080	24.080
39.090	25.413
39.100	23.220
39.110	23.263
39.120	22.360
39.130	23.263
39.140	20.640
39.150	19.393
39.160	19.350
39.170	16.770
39.180	14.663
39.190	14.620
39.200	11.653
39.210	9.460
39.220	9.503
39.230	6.020
39.240	3.913
39.250	3.010
39.260	-0.387
39.270	-2.150
39.280	-2.967
39.290	-6.880
39.300	-8.557
39.310	-10.750
39.320	-10.707
39.330	-14.190
39.340	-15.437
39.350	-15.910
39.360	-18.447
39.370	-20.167
39.380	-19.780
39.390	-21.887
39.400	-23.220
39.410	-22.317
39.420	-24.510
39.430	-24.897
39.440	-23.650
39.450	-24.467
39.460	-24.467
39.470	-23.220
39.480	-23.607
39.490	-23.220
39.500	-21.457
39.510	-21.500
39.520	-20.597
39.530	-19.350
39.540	-16.297
39.550	-16.340
39.560	-14.577
39.570	-11.567
39.580	-11.180
39.590	-9.417
39.600	-6.020
39.610	-5.977
39.620	-3.440
39.630	-0.387
39.640	0.430
39.650	2.623
39.660	5.590
39.670	6.923
39.680	8.170
39.690	11.653
39.700	12.470
39.710	13.760
39.720	15.523
39.730	18.490
39.740	18.533
39.750	19.780
39.760	22.833
39.770	24.080
39.780	23.693
39.790	24.510
39.800	24.123
39.810	24.080
39.820	24.510
39.830	23.693
39.840	24.510
39.850	25.413
39.860	23.220
39.870	23.263
39.880	23.220
39.890	21.113
39.900	19.780
39.910	18.490
39.920	18.533
39.930	15.480
39.940	14.233
39.950	13.330
39.960	10.363
39.970	8.170
39.980	7.783
39.990	4.300
40.000	2.623
40.010	1.720
40.020	-2.107
40.030	-3.870
40.040	-4.687
40.050	-7.740
40.060	-9.847
40.070	-10.750
40.080	-13.287
40.090	-15.480
40.100	-15.437
40.110	-18.447
40.120	-20.210
40.130	-21.027
40.140	-21.070
40.150	-23.607
40.160	-24.080
40.170	-23.607
40.180	-25.370
40.190	-25.757
40.200	-24.037
40.210	-25.800
40.220	-25.327
40.230	-23.650
40.240	-24.467
40.250	-23.650
40.260	-21.887
40.270	-21.930
40.280	-20.597
40.290	-18.060
40.300	-18.017
40.310	-15.867
40.320	-14.620
40.330	-11.567
40.340	-10.750
40.350	-8.987
40.360	-5.590
40.370	-5.117
40.380	-3.010
40.390	0.473
40.400	1.290
40.410	3.053
40.420	6.880
40.430	7.353
40.440	9.460
40.450	12.513
40.460	12.900
40.470	14.663
40.480	17.630
40.490	17.630
40.500	18.963
40.510	20.640
40.520	22.833
40.530	22.790
40.540	23.263
40.550	24.510
40.560	24.553
40.570	24.080
40.580	25.843
40.590	24.510
40.600	23.650
40.610	24.983
40.620	23.220
40.630	22.403
40.640	22.790
40.650	20.683
40.660	18.920
40.670	18.963
40.680	16.340
40.690	14.663
40.700	13.760
40.710	11.180
40.720	9.073
40.730	7.310
40.740	6.493
40.750	3.440
40.760	1.333
40.770	0.860
40.780	-2.967
40.790	-4.730
40.800	-5.117
40.810	-8.600
40.820	-10.707
40.830	-11.137
40.840	-13.760
40.850	-15.867
40.860	-15.910
40.870	-18.447
40.880	-20.210
40.890	-19.737
40.900	-22.360
40.910	-22.747
40.920	-24.080
40.930	-23.177
40.940	-24.467
40.950	-24.940
40.960	-23.607
40.970	-24.940
40.980	-24.467
40.990	-22.360
41.000	-23.607
41.010	-22.360
41.020	-17.157
41.030	-18.017
41.040	-16.770
41.050	-15.437
41.060	-15.050
41.070	-12.427
41.080	-9.460
41.090	-9.417
41.100	-6.450
41.110	-2.967
41.120	-3.440
41.130	-6.837
41.140	-1.290
41.150	0.043
41.160	1.720
41.170	3.913
41.180	7.740
41.190	7.783
41.200	9.890
41.210	13.373
41.220	13.330
41.230	12.083
41.240	15.910
41.250	18.103
41.260	20.210
41.270	22.360
41.280	21.973
41.290	22.790
41.300	24.553
41.310	23.650
41.320	24.123
41.330	24.080
41.340	24.553
41.350	23.650
41.360	22.790
41.370	23.693
41.380	21.500
41.390	20.683
41.400	20.640
41.410	18.533
41.420	16.770
41.430	16.813
41.440	13.760
41.450	12.513
41.460	11.610
41.470	8.643
41.480	6.450
41.490	6.063
41.500	3.010
41.510	0.473
41.520	-0.860
41.530	-2.107
41.540	-5.160
41.550	-7.267
41.560	-7.740
41.570	-11.137
41.580	-12.900
41.590	-13.287
41.600	-15.910
41.610	-17.587
41.620	-17.630
41.630	-20.597
41.640	-21.070
41.650	-21.027
41.660	-23.177
41.670	-24.080
41.680	-23.177
41.690	-24.510
41.700	-24.897
41.710	-24.940
41.720	-23.607
41.730	-24.080
41.740	-23.607
41.750	-21.887
41.760	-22.360
41.770	-21.027
41.780	-19.350
41.790	-18.877
41.800	-18.060
41.810	-14.577
41.820	-14.620
41.830	-12.857
41.840	-9.460
41.850	-8.557
41.860	-7.310
41.870	-3.397
41.880	-2.580
41.890	-0.817
41.900	0.860
41.910	4.343
41.920	5.160
41.930	6.923
41.940	10.320
41.950	10.793
41.960	12.900
41.970	15.953
41.980	15.910
41.990	17.673
42.000	20.210
42.010	19.823
42.020	21.070
42.030	23.263
42.040	22.360
42.050	23.220
42.060	25.413
42.070	24.080
42.080	24.553
42.090	25.800
42.100	24.123
42.110	24.080
42.120	23.263
42.130	23.650
42.140	21.070
42.150	20.253
42.160	20.640
42.170	18.103
42.180	16.340
42.190	16.383
42.200	13.330
42.210	12.083
42.220	10.750
42.230	7.783
42.240	6.020
42.250	5.203
42.260	2.150
42.270	-0.387
42.280	-0.860
42.290	-4.257
42.300	-6.450
42.310	-8.127
42.320	-8.600
42.330	-11.997
42.340	-13.330
42.350	-14.147
42.360	-16.770
42.370	-18.017
42.380	-18.060
42.390	-20.597
42.400	-21.457
42.410	-21.500
42.420	-23.177
42.430	-24.080
42.440	-22.747
42.450	-24.940
42.460	-24.467
42.470	-23.220
42.480	-24.467
42.490	-23.607
42.500	-23.220
42.510	-21.457
42.520	-21.500
42.530	-20.597
42.540	-18.060
42.550	-18.017
42.560	-16.770
42.570	-13.717
42.580	-13.330
42.590	-11.997
42.600	-8.557
42.610	-8.170
42.620	-5.977
42.630	-3.010
42.640	-2.107
42.650	-0.430
42.660	3.053
42.670	3.870
42.680	5.203
42.690	8.600
42.700	9.503
42.710	10.750
42.720	12.470
42.730	15.953
42.740	15.910
42.750	16.813
42.760	19.780
42.770	19.393
42.780	20.210
42.790	22.403
42.800	21.930
42.810	22.403
42.820	24.080
42.830	23.220
42.840	23.263
42.850	24.510
42.860	22.833
42.870	22.360
42.880	22.833
42.890	21.070
42.900	20.253
42.910	18.490
42.920	19.393
42.930	16.340
42.940	15.093
42.950	14.620
42.960	12.040
42.970	9.933
42.980	9.030
42.990	6.493
43.000	4.730
43.010	3.483
43.020	-0.430
43.030	-1.677
43.040	-2.150
43.050	-5.547
43.060	-7.310
43.070	-8.127
43.080	-10.750
43.090	-12.857
43.100	-14.147
43.110	-15.050
43.120	-17.157
43.130	-18.920
43.140	-18.017
43.150	-21.070
43.160	-21.457
43.170	-21.070
43.180	-23.177
43.190	-23.650
43.200	-22.317
43.210	-24.037
43.220	-23.650
43.230	-21.887
43.240	-23.220
43.250	-21.887
43.260	-20.210
43.270	-20.597
43.280	-19.780
43.290	-17.587
43.300	-17.587
43.310	-16.340
43.320	-14.577
43.330	-12.040
43.340	-11.137
43.350	-9.890
43.360	-6.407
43.370	-6.020
43.380	-4.257
43.390	-0.860
43.400	-0.387
43.410	1.720
43.420	5.203
43.430	5.590
43.440	7.353
43.450	10.320
43.460	11.223
43.470	12.900
43.480	15.523
43.490	15.910
43.500	18.963
43.510	19.350
43.520	20.640
43.530	19.823
43.540	20.640
43.550	23.693
43.560	22.790
43.570	23.263
43.580	24.940
43.590	23.693
43.600	23.220
43.610	24.553
43.620	22.790
43.630	21.930
43.640	22.833
43.650	20.210
43.660	19.393
43.670	18.920
43.680	16.813
43.690	15.480
43.700	13.803
43.710	13.760
43.720	10.363
43.730	8.600
43.740	7.783
43.750	4.730
43.760	3.053
43.770	2.150
43.780	-1.247
43.790	-3.010
43.800	-3.827
43.810	-7.310
43.820	-8.987
43.830	-9.460
43.840	-12.427
43.850	-14.620
43.860	-14.577
43.870	-17.630
43.880	-18.447
43.890	-20.210
43.900	-19.737
43.910	-22.317
43.920	-22.790
43.930	-22.317
43.940	-24.080
43.950	-24.467
43.960	-23.650
43.970	-24.897
43.980	-24.510
43.990	-22.747
44.000	-23.607
44.010	-23.220
44.020	-20.597
44.030	-21.070
44.040	-20.167
44.050	-17.630
44.060	-17.587
44.070	-16.340
44.080	-13.287
44.090	-12.900
44.100	-11.137
44.110	-8.987
44.120	-6.020
44.130	-5.117
44.140	-3.010
44.150	0.043
44.160	0.860
44.170	2.193
44.180	6.020
44.190	6.063
44.200	8.170
44.210	11.180
44.220	12.083
44.230	13.330
44.240	16.813
44.250	16.770
44.260	18.103
44.270	20.640
44.280	20.253
44.290	21.500
44.300	21.543
44.310	24.080
44.320	22.833
44.330	23.220
44.340	24.510
44.350	23.693
44.360	22.790
44.370	24.123
44.380	22.360
44.390	21.973
44.400	21.930
44.410	19.823
44.420	18.490
44.430	18.533
44.440	16.340
44.450	14.190
44.460	14.233
44.470	11.180
44.480	9.503
44.490	7.310
44.500	6.923
44.510	3.440
44.520	1.763
44.530	0.860
44.540	-2.107
44.550	-3.870
44.560	-4.687
44.570	-7.310
44.580	-9.417
44.590	-9.890
44.600	-12.857
44.610	-14.577
44.620	-15.050
44.630	-17.157
44.640	-18.920
44.650	-18.447
44.660	-21.070
44.670	-21.887
44.680	-21.070
44.690	-23.177
44.700	-23.177
44.710	-24.080
44.720	-22.747
44.730	-23.650
44.740	-23.177
44.750	-21.930
44.760	-22.317
44.770	-21.930
44.780	-19.307
44.790	-19.780
44.800	-18.877
44.810	-15.867
44.820	-14.620
44.830	-13.717
44.840	-11.180
44.850	-10.707
44.860	-8.600
44.870	-5.547
44.880	-5.160
44.890	-1.247
44.900	0.000
44.910	2.193
44.920	1.720
44.930	1.763
44.940	5.590
44.950	6.063
44.960	9.890
44.970	12.943
44.980	13.330
44.990	15.093
45.000	17.200
45.010	17.673
45.020	18.920
45.030	21.113
45.040	20.640
45.050	21.500
45.060	23.693
45.070	21.930
45.080	22.403
45.090	22.790
45.100	23.693
45.110	22.360
45.120	21.973
45.130	22.360
45.140	21.070
45.150	19.823
45.160	20.210
45.170	18.103
45.180	16.340
45.190	16.383
45.200	13.760
45.210	12.083
45.220	12.040
45.230	8.643
45.240	7.310
45.250	6.493
45.260	3.440
45.270	1.333
45.280	-0.860
45.290	-1.247
45.300	-4.300
45.310	-5.977
45.320	-7.310
45.330	-9.417
45.340	-11.610
45.350	-11.997
45.360	-15.050
45.370	-16.297
45.380	-16.340
45.390	-19.307
45.400	-20.167
45.410	-20.210
45.420	-21.887
45.430	-22.790
45.440	-21.887
45.450	-23.650
45.460	-23.607
45.470	-22.360
45.480	-23.607
45.490	-23.607
45.500	-22.790
45.510	-21.027
45.520	-21.500
45.530	-20.597
45.540	-18.490
45.550	-18.017
45.560	-17.200
45.570	-14.147
45.580	-14.190
45.590	-12.857
45.600	-9.417
45.610	-9.030
45.620	-7.267
45.630	-4.300
45.640	-3.397
45.650	-1.290
45.660	2.193
45.670	2.580
45.680	4.343
45.690	6.450
45.700	9.503
45.710	9.890
45.720	11.223
45.730	14.620
45.740	14.663
45.750	16.340
45.760	18.920
45.770	18.963
45.780	19.780
45.790	22.403
45.800	21.930
45.810	21.973
45.820	24.080
45.830	22.833
45.840	23.220
45.850	24.553
45.860	22.790
45.870	22.790
45.880	21.973
45.890	23.220
45.900	20.683
45.910	19.780
45.920	20.253
45.930	17.200
45.940	16.383
45.950	15.910
45.960	12.943
45.970	11.610
45.980	11.223
45.990	8.170
46.000	6.063
46.010	5.590
46.020	2.150
46.030	0.473
46.040	0.043
46.050	-3.440
46.060	-5.117
46.070	-6.020
46.080	-8.987
46.090	-10.750
46.100	-12.427
46.110	-12.900
46.120	-15.437
46.130	-17.200
46.140	-16.727
46.150	-19.350
46.160	-20.597
46.170	-20.210
46.180	-21.887
46.190	-22.747
46.200	-21.930
46.210	-23.607
46.220	-23.650
46.230	-22.317
46.240	-23.220
46.250	-22.747
46.260	-21.500
46.270	-21.457
46.280	-21.027
46.290	-20.210
46.300	-17.587
46.310	-17.630
46.320	-16.297
46.330	-13.760
46.340	-13.717
46.350	-11.610
46.360	-8.557
46.370	-8.600
46.380	-6.837
46.390	-3.440
46.400	-2.537
46.410	-1.290
46.420	2.193
46.430	3.010
46.440	4.343
46.450	8.170
46.460	8.213
46.470	9.890
46.480	11.223
46.490	14.190
46.500	14.663
46.510	15.480
46.520	18.533
46.530	18.060
46.540	19.393
46.550	21.500
46.560	21.113
46.570	21.500
46.580	22.833
46.590	22.360
46.600	21.930
46.610	23.263
46.620	21.930
46.630	21.113
46.640	22.360
46.650	20.253
46.660	19.350
46.670	18.963
46.680	18.490
46.690	15.953
46.700	14.620
46.710	14.620
46.720	11.653
46.730	9.890
46.740	9.933
46.750	6.450
