Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Distance (cm)	Dist Error (cm)
27.230	25.290	0.239
27.240	25.230	0.239
27.250	25.144	0.239
27.260	25.050	0.239
27.270	24.917	0.239
27.280	24.767	0.239
27.290	24.608	0.239
27.300	24.415	0.239
27.310	24.204	0.239
27.320	23.994	0.239
27.330	23.748	0.239
27.340	23.495	0.239
27.350	23.242	0.239
27.360	22.975	0.239
27.370	22.713	0.239
27.380	22.468	0.239
27.390	22.185	0.239
27.400	21.901	0.239
27.410	21.644	0.239
27.420	21.377	0.239
27.430	21.111	0.239
27.440	20.844	0.239
27.450	20.621	0.239
27.460	20.445	0.239
27.470	20.256	0.239
27.480	20.041	0.239
27.490	19.826	0.239
27.500	19.629	0.239
27.510	19.444	0.239
27.520	19.260	0.239
27.530	19.070	0.239
27.540	18.710	0.239
27.550	18.576	0.239
27.560	18.474	0.239
27.570	18.418	0.239
27.580	18.375	0.239
27.590	18.324	0.239
27.600	18.328	0.239
27.610	18.350	0.239
27.620	18.410	0.239
27.630	18.492	0.239
27.640	18.609	0.239
27.650	18.733	0.239
27.660	18.880	0.239
27.670	19.061	0.239
27.680	19.246	0.239
27.690	19.448	0.239
27.700	19.680	0.239
27.710	19.913	0.239
27.720	20.154	0.239
27.730	20.425	0.239
27.740	20.687	0.239
27.750	20.954	0.239
27.760	21.238	0.239
27.770	21.513	0.239
27.780	21.793	0.239
27.790	22.086	0.239
27.800	22.361	0.239
27.810	22.636	0.239
27.820	22.907	0.239
27.830	23.179	0.239
27.840	23.428	0.239
27.850	23.665	0.239
27.860	23.897	0.239
27.870	24.104	0.239
27.880	24.293	0.239
27.890	24.474	0.239
27.900	24.625	0.239
27.910	24.758	0.239
27.920	24.883	0.239
27.930	24.969	0.239
27.940	25.034	0.239
27.950	25.090	0.239
27.960	25.108	0.239
27.970	25.099	0.239
27.980	25.078	0.239
27.990	25.022	0.239
28.000	24.941	0.239
28.010	24.855	0.239
28.020	24.731	0.239
28.030	24.584	0.239
28.040	24.417	0.239
28.050	24.249	0.239
28.060	24.048	0.239
28.070	23.829	0.239
28.080	23.605	0.239
28.090	23.356	0.239
28.100	23.098	0.239
28.110	22.845	0.239
28.120	22.566	0.239
28.130	22.286	0.239
28.140	22.016	0.239
28.150	21.728	0.239
28.160	21.440	0.239
28.170	21.165	0.239
28.180	20.882	0.239
28.190	20.602	0.239
28.200	20.349	0.239
28.210	20.091	0.239
28.220	19.842	0.239
28.230	19.610	0.239
28.240	19.404	0.239
28.250	19.202	0.239
28.260	19.017	0.239
28.270	18.863	0.239
28.280	18.717	0.239
28.290	18.588	0.239
28.300	18.493	0.239
28.310	18.408	0.239
28.320	18.348	0.239
28.330	18.322	0.239
28.340	18.309	0.239
28.350	18.318	0.239
28.360	18.366	0.239
28.370	18.426	0.239
28.380	18.504	0.239
28.390	18.620	0.239
28.400	18.745	0.239
28.410	18.887	0.239
28.420	19.064	0.239
28.430	19.249	0.239
28.440	19.451	0.239
28.450	19.670	0.239
28.460	19.946	0.239
28.470	20.191	0.239
28.480	20.467	0.239
28.490	20.763	0.239
28.500	21.039	0.239
28.510	21.310	0.239
28.520	21.585	0.239
28.530	21.861	0.239
28.540	22.136	0.239
28.550	22.412	0.239
28.560	22.691	0.239
28.570	22.962	0.239
28.580	23.238	0.239
28.590	23.496	0.239
28.600	23.737	0.239
28.610	23.978	0.239
28.620	24.193	0.239
28.630	24.387	0.239
28.640	24.567	0.239
28.650	24.740	0.239
28.660	24.877	0.239
28.670	24.994	0.239
28.680	25.101	0.239
28.690	25.175	0.239
28.700	25.226	0.239
28.710	25.266	0.239
28.720	25.266	0.239
28.730	25.244	0.239
28.740	25.210	0.239
28.750	25.137	0.239
28.760	25.043	0.239
28.770	24.940	0.239
28.780	24.802	0.239
28.790	24.644	0.239
28.800	24.480	0.239
28.810	24.283	0.239
28.820	24.068	0.239
28.830	23.853	0.239
28.840	23.609	0.239
28.850	23.351	0.239
28.860	23.085	0.239
28.870	22.822	0.239
28.880	22.539	0.239
28.890	22.251	0.239
28.900	21.972	0.239
28.910	21.679	0.239
28.920	21.387	0.239
28.930	21.108	0.239
28.940	20.820	0.239
28.950	20.541	0.239
28.960	20.279	0.239
28.970	20.017	0.239
28.980	19.768	0.239
28.990	19.544	0.239
29.000	19.325	0.239
29.010	19.119	0.239
29.020	18.947	0.239
29.030	18.784	0.239
29.040	18.638	0.239
29.050	18.514	0.239
29.060	18.424	0.239
29.070	18.346	0.239
29.080	18.291	0.239
29.090	18.269	0.239
29.100	18.261	0.239
29.110	18.274	0.239
29.120	18.330	0.239
29.130	18.391	0.239
29.140	18.481	0.239
29.150	18.602	0.239
29.160	18.731	0.239
29.170	18.877	0.239
29.180	19.058	0.239
29.190	19.248	0.239
29.200	19.450	0.239
29.210	19.687	0.239
29.220	19.923	0.239
29.230	20.173	0.239
29.240	20.444	0.239
29.250	20.711	0.239
29.260	20.986	0.239
29.270	21.266	0.239
29.280	21.558	0.239
29.290	21.838	0.239
29.300	22.118	0.239
29.310	22.410	0.239
29.320	22.681	0.239
29.330	22.944	0.239
29.340	23.215	0.239
29.350	23.460	0.239
29.360	23.693	0.239
29.370	23.925	0.239
29.380	24.132	0.239
29.390	24.316	0.239
29.400	24.498	0.239
29.410	24.639	0.239
29.420	24.769	0.239
29.430	24.885	0.239
29.440	24.967	0.239
29.450	25.027	0.239
29.460	25.062	0.239
29.470	25.088	0.239
29.480	25.075	0.239
29.490	25.041	0.239
29.500	24.994	0.239
29.510	24.912	0.239
29.520	24.814	0.239
29.530	24.702	0.239
29.540	24.556	0.239
29.550	24.389	0.239
29.560	24.221	0.239
29.570	24.024	0.239
29.580	23.805	0.239
29.590	23.590	0.239
29.600	23.345	0.239
29.610	23.092	0.239
29.620	22.842	0.239
29.630	22.572	0.239
29.640	22.297	0.239
29.650	22.018	0.239
29.660	21.747	0.239
29.670	21.463	0.239
29.680	21.180	0.239
29.690	20.909	0.239
29.700	20.634	0.239
29.710	20.368	0.239
29.720	20.123	0.239
29.730	19.878	0.239
29.740	19.646	0.239
29.750	19.440	0.239
29.760	19.260	0.239
29.770	19.113	0.239
29.780	18.985	0.239
29.790	18.847	0.239
29.800	18.736	0.239
29.810	18.663	0.239
29.820	18.594	0.239
29.830	18.547	0.239
29.840	18.543	0.239
29.850	18.634	0.239
29.860	18.754	0.239
29.870	18.819	0.239
29.880	18.914	0.239
29.890	19.004	0.239
29.900	19.086	0.239
29.910	19.099	0.239
29.920	19.138	0.239
29.930	19.285	0.239
29.940	19.474	0.239
29.950	19.663	0.239
29.960	19.875	0.239
29.970	20.115	0.239
29.980	20.322	0.239
29.990	20.554	0.239
30.000	20.821	0.239
30.010	21.092	0.239
30.020	21.368	0.239
30.030	21.660	0.239
30.040	21.940	0.239
30.050	22.220	0.239
30.060	22.495	0.239
30.070	22.779	0.239
30.080	23.042	0.239
30.090	23.291	0.239
30.100	23.549	0.239
30.110	23.777	0.239
30.120	23.993	0.239
30.130	24.203	0.239
30.140	24.380	0.239
30.150	24.544	0.239
30.160	24.698	0.239
30.170	24.823	0.239
30.180	24.922	0.239
30.190	25.013	0.239
30.200	25.069	0.239
30.210	25.100	0.239
30.220	25.121	0.239
30.230	25.104	0.239
30.240	25.066	0.239
30.250	25.014	0.239
30.260	24.933	0.239
30.270	24.826	0.239
30.280	24.692	0.239
30.290	24.559	0.239
30.300	24.392	0.239
30.310	24.203	0.239
30.320	24.014	0.239
30.330	23.791	0.239
30.340	23.559	0.239
30.350	23.322	0.239
30.360	23.065	0.239
30.370	22.794	0.239
30.380	22.532	0.239
30.390	22.248	0.239
30.400	21.961	0.239
30.410	21.685	0.239
30.420	21.398	0.239
30.430	21.110	0.239
30.440	20.843	0.239
30.450	20.569	0.239
30.460	20.298	0.239
30.470	20.044	0.239
30.480	19.808	0.239
30.490	19.576	0.239
30.500	19.357	0.239
30.510	19.168	0.239
30.520	18.983	0.239
30.530	18.816	0.239
30.540	18.683	0.239
30.550	18.558	0.239
30.560	18.451	0.239
30.570	18.383	0.239
30.580	18.327	0.239
30.590	18.297	0.239
30.600	18.302	0.239
30.610	18.315	0.239
30.620	18.349	0.239
30.630	18.422	0.239
30.640	18.504	0.239
30.650	18.612	0.239
30.660	18.737	0.239
30.670	18.896	0.239
30.680	19.064	0.239
30.690	19.249	0.239
30.700	19.464	0.239
30.710	19.680	0.239
30.720	19.912	0.239
30.730	20.175	0.239
30.740	20.428	0.239
30.750	20.695	0.239
30.760	20.979	0.239
30.770	21.254	0.239
30.780	21.534	0.239
30.790	21.831	0.239
30.800	22.111	0.239
30.810	22.391	0.239
30.820	22.679	0.239
30.830	22.946	0.239
30.840	23.204	0.239
30.850	23.466	0.239
30.860	23.703	0.239
30.870	23.927	0.239
30.880	24.133	0.239
30.890	24.340	0.239
30.900	24.512	0.239
30.910	24.667	0.239
30.920	24.814	0.239
30.930	24.925	0.239
30.940	25.016	0.239
30.950	25.098	0.239
30.960	25.141	0.239
30.970	25.158	0.239
30.980	25.172	0.239
30.990	25.146	0.239
31.000	25.095	0.239
31.010	25.035	0.239
31.020	24.940	0.239
31.030	24.824	0.239
31.040	24.700	0.239
31.050	24.545	0.239
31.060	24.369	0.239
31.070	24.176	0.239
31.080	23.979	0.239
31.090	23.751	0.239
31.100	23.515	0.239
31.110	23.278	0.239
31.120	23.016	0.239
31.130	22.772	0.239
31.140	22.518	0.239
31.150	22.273	0.239
31.160	21.998	0.239
31.170	21.732	0.239
31.180	21.457	0.239
31.190	21.182	0.239
31.200	20.937	0.239
31.210	20.679	0.239
31.220	20.434	0.239
31.230	20.219	0.239
31.240	19.996	0.239
31.250	19.790	0.239
31.260	19.580	0.239
31.270	19.373	0.239
31.280	19.180	0.239
31.290	19.009	0.239
31.300	18.875	0.239
31.310	18.751	0.239
31.320	18.652	0.239
31.330	18.558	0.239
31.340	18.485	0.239
31.350	18.464	0.239
31.360	18.477	0.239
31.370	18.503	0.239
31.380	18.550	0.239
31.390	18.632	0.239
31.400	18.723	0.239
31.410	18.834	0.239
31.420	18.981	0.239
31.430	19.132	0.239
31.440	19.300	0.239
31.450	19.497	0.239
31.460	19.696	0.239
31.470	19.911	0.239
31.480	20.139	0.239
31.490	20.388	0.239
31.500	20.634	0.239
31.510	20.888	0.239
31.520	21.159	0.239
31.530	21.421	0.239
31.540	21.684	0.239
31.550	21.964	0.239
31.560	22.230	0.239
31.570	22.493	0.239
31.580	22.759	0.239
31.590	23.009	0.239
31.600	23.250	0.239
31.610	23.491	0.239
31.620	23.706	0.239
31.630	23.908	0.239
31.640	24.107	0.239
31.650	24.279	0.239
31.660	24.430	0.239
31.670	24.576	0.239
31.680	24.688	0.239
31.690	24.778	0.239
31.700	24.856	0.239
31.710	24.912	0.239
31.720	24.934	0.239
31.730	24.934	0.239
31.740	24.930	0.239
31.750	24.887	0.239
31.760	24.818	0.239
31.770	24.741	0.239
31.780	24.630	0.239
31.790	24.505	0.239
31.800	24.363	0.239
31.810	24.196	0.239
31.820	24.012	0.239
31.830	23.822	0.239
31.840	23.604	0.239
31.850	23.371	0.239
31.860	23.144	0.239
31.870	22.890	0.239
31.880	22.633	0.239
31.890	22.362	0.239
31.900	22.108	0.239
31.910	21.834	0.239
31.920	21.558	0.239
31.930	21.297	0.239
31.940	21.026	0.239
31.950	20.760	0.239
31.960	20.514	0.239
31.970	20.265	0.239
31.980	20.025	0.239
31.990	19.810	0.239
32.000	19.599	0.239
32.010	19.398	0.239
32.020	19.230	0.239
32.030	19.063	0.239
32.040	18.913	0.239
32.050	18.792	0.239
32.060	18.685	0.239
32.070	18.595	0.239
32.080	18.531	0.239
32.090	18.496	0.239
32.100	18.475	0.239
32.110	18.475	0.239
32.120	18.515	0.239
32.130	18.558	0.239
32.140	18.627	0.239
32.150	18.730	0.239
32.160	18.838	0.239
32.170	18.967	0.239
32.180	19.131	0.239
32.190	19.294	0.239
32.200	19.479	0.239
32.210	19.694	0.239
32.220	19.909	0.239
32.230	20.159	0.239
32.240	20.426	0.239
32.250	20.689	0.239
32.260	20.951	0.239
32.270	21.213	0.239
32.280	21.476	0.239
32.290	21.734	0.239
32.300	21.988	0.239
32.310	22.272	0.239
32.320	22.539	0.239
32.330	22.797	0.239
32.340	23.064	0.239
32.350	23.309	0.239
32.360	23.546	0.239
32.370	23.782	0.239
32.380	23.989	0.239
32.390	24.183	0.239
32.400	24.372	0.239
32.410	24.532	0.239
32.420	24.673	0.239
32.430	24.803	0.239
32.440	24.902	0.239
32.450	24.980	0.239
32.460	25.048	0.239
32.470	25.079	0.239
32.480	25.087	0.239
32.490	25.075	0.239
32.500	25.054	0.239
32.510	24.994	0.239
32.520	24.912	0.239
32.530	24.822	0.239
32.540	24.697	0.239
32.550	24.556	0.239
32.560	24.406	0.239
32.570	24.225	0.239
32.580	24.028	0.239
32.590	23.826	0.239
32.600	23.598	0.239
32.610	23.358	0.239
32.620	23.121	0.239
32.630	22.859	0.239
32.640	22.589	0.239
32.650	22.331	0.239
32.660	22.052	0.239
32.670	21.772	0.239
32.680	21.506	0.239
32.690	21.227	0.239
32.700	20.952	0.239
32.710	20.681	0.239
32.720	20.432	0.239
32.730	20.179	0.239
32.740	19.934	0.239
32.750	19.715	0.239
32.760	19.500	0.239
32.770	19.302	0.239
32.780	19.130	0.239
32.790	18.963	0.239
32.800	18.817	0.239
32.810	18.705	0.239
32.820	18.602	0.239
32.830	18.517	0.239
32.840	18.469	0.239
32.850	18.427	0.239
32.860	18.410	0.239
32.870	18.432	0.239
32.880	18.462	0.239
32.890	18.514	0.239
32.900	18.591	0.239
32.910	18.699	0.239
32.920	18.811	0.239
32.930	18.949	0.239
32.940	19.117	0.239
32.950	19.289	0.239
32.960	19.478	0.239
32.970	19.698	0.239
32.980	19.921	0.239
32.990	20.154	0.239
33.000	20.412	0.239
33.010	20.661	0.239
33.020	20.920	0.239
33.030	21.199	0.239
33.040	21.462	0.239
33.050	21.733	0.239
33.060	22.008	0.239
33.070	22.275	0.239
33.080	22.533	0.239
33.090	22.792	0.239
33.100	23.050	0.239
33.110	23.291	0.239
33.120	23.519	0.239
33.130	23.747	0.239
33.140	23.945	0.239
33.150	24.126	0.239
33.160	24.307	0.239
33.170	24.453	0.239
33.180	24.578	0.239
33.190	24.698	0.239
33.200	24.785	0.239
33.210	24.849	0.239
33.220	24.906	0.239
33.230	24.927	0.239
33.240	24.923	0.239
33.250	24.910	0.239
33.260	24.863	0.239
33.270	24.795	0.239
33.280	24.718	0.239
33.290	24.606	0.239
33.300	24.473	0.239
33.310	24.327	0.239
33.320	24.172	0.239
33.330	23.988	0.239
33.340	23.790	0.239
33.350	23.588	0.239
33.360	23.365	0.239
33.370	23.125	0.239
33.380	22.888	0.239
33.390	22.630	0.239
33.400	22.368	0.239
33.410	22.115	0.239
33.420	21.844	0.239
33.430	21.574	0.239
33.440	21.316	0.239
33.450	21.045	0.239
33.460	20.783	0.239
33.470	20.538	0.239
33.480	20.293	0.239
33.490	20.053	0.239
33.500	19.825	0.239
33.510	19.653	0.239
33.520	19.503	0.239
33.530	19.331	0.239
33.540	19.190	0.239
33.550	19.056	0.239
33.560	18.945	0.239
33.570	18.850	0.239
33.580	18.773	0.239
33.590	18.722	0.239
33.600	18.709	0.239
33.610	18.778	0.239
33.620	18.959	0.239
33.630	19.037	0.239
33.640	19.157	0.239
33.650	19.390	0.239
33.660	19.510	0.239
33.670	19.601	0.239
33.680	19.575	0.239
33.690	19.666	0.239
33.700	19.821	0.239
33.710	19.778	0.239
33.720	19.946	0.239
33.730	20.157	0.239
33.740	20.376	0.239
33.750	20.609	0.239
33.760	20.862	0.239
33.770	21.112	0.239
33.780	21.327	0.239
33.790	21.581	0.239
33.800	21.844	0.239
33.810	22.106	0.239
33.820	22.381	0.239
33.830	22.640	0.239
33.840	22.894	0.239
33.850	23.152	0.239
33.860	23.384	0.239
33.870	23.608	0.239
33.880	23.832	0.239
33.890	24.030	0.239
33.900	24.206	0.239
33.910	24.366	0.239
33.920	24.521	0.239
33.930	24.641	0.239
33.940	24.740	0.239
33.950	24.835	0.239
33.960	24.895	0.239
33.970	24.934	0.239
33.980	24.960	0.239
33.990	24.956	0.239
34.000	24.922	0.239
34.010	24.884	0.239
34.020	24.811	0.239
34.030	24.716	0.239
34.040	24.614	0.239
34.050	24.476	0.239
34.060	24.326	0.239
34.070	24.167	0.239
34.080	23.982	0.239
34.090	23.780	0.239
34.100	23.557	0.239
34.110	23.338	0.239
34.120	23.093	0.239
34.130	22.835	0.239
34.140	22.586	0.239
34.150	22.315	0.239
34.160	22.045	0.239
34.170	21.783	0.239
34.180	21.508	0.239
34.190	21.233	0.239
34.200	20.975	0.239
34.210	20.709	0.239
34.220	20.451	0.239
34.230	20.210	0.239
34.240	19.970	0.239
34.250	19.742	0.239
34.260	19.540	0.239
34.270	19.343	0.239
34.280	19.158	0.239
34.290	19.012	0.239
34.300	18.866	0.239
34.310	18.742	0.239
34.320	18.634	0.239
34.330	18.561	0.239
34.340	18.497	0.239
34.350	18.454	0.239
34.360	18.450	0.239
34.370	18.455	0.239
34.380	18.485	0.239
34.390	18.550	0.239
34.400	18.623	0.239
34.410	18.714	0.239
34.420	18.843	0.239
34.430	18.972	0.239
34.440	19.123	0.239
34.450	19.304	0.239
34.460	19.489	0.239
34.470	19.691	0.239
34.480	19.923	0.239
34.490	20.152	0.239
34.500	20.397	0.239
34.510	20.646	0.239
34.520	20.917	0.239
34.530	21.180	0.239
34.540	21.447	0.239
34.550	21.727	0.239
34.560	21.989	0.239
34.570	22.256	0.239
34.580	22.531	0.239
34.590	22.789	0.239
34.600	23.039	0.239
34.610	23.293	0.239
34.620	23.525	0.239
34.630	23.745	0.239
34.640	23.960	0.239
34.650	24.149	0.239
34.660	24.317	0.239
34.670	24.485	0.239
34.680	24.614	0.239
34.690	24.731	0.239
34.700	24.821	0.239
34.710	24.907	0.239
34.720	24.955	0.239
34.730	24.985	0.239
34.740	25.002	0.239
34.750	24.986	0.239
34.760	24.947	0.239
34.770	24.900	0.239
34.780	24.818	0.239
34.790	24.716	0.239
34.800	24.604	0.239
34.810	24.462	0.239
34.820	24.299	0.239
34.830	24.136	0.239
34.840	23.938	0.239
34.850	23.732	0.239
34.860	23.522	0.239
34.870	23.285	0.239
34.880	23.054	0.239
34.890	22.826	0.239
34.900	22.568	0.239
34.910	22.340	0.239
34.920	22.083	0.239
34.930	21.833	0.239
34.940	21.584	0.239
34.950	21.343	0.239
34.960	21.138	0.239
34.970	20.932	0.239
34.980	20.674	0.239
34.990	20.399	0.239
35.000	20.136	0.239
35.010	19.900	0.239
35.020	19.698	0.239
35.030	19.501	0.239
35.040	19.329	0.239
35.050	19.192	0.239
35.060	19.054	0.239
35.070	18.934	0.239
35.080	18.849	0.239
35.090	18.745	0.239
35.100	18.643	0.239
35.110	18.613	0.239
35.120	18.617	0.239
35.130	18.634	0.239
35.140	18.669	0.239
35.150	18.738	0.239
35.160	18.816	0.239
35.170	18.915	0.239
35.180	19.044	0.239
35.190	19.182	0.239
35.200	19.337	0.239
35.210	19.513	0.239
35.220	19.698	0.239
35.230	19.892	0.239
35.240	20.116	0.239
35.250	20.336	0.239
35.260	20.568	0.239
35.270	20.818	0.239
35.280	21.063	0.239
35.290	21.316	0.239
35.300	21.571	0.239
35.310	21.837	0.239
35.320	22.091	0.239
35.330	22.341	0.239
35.340	22.595	0.239
35.350	22.831	0.239
35.360	23.063	0.239
35.370	23.296	0.239
35.380	23.511	0.239
35.390	23.705	0.239
35.400	23.903	0.239
35.410	24.071	0.239
35.420	24.226	0.239
35.430	24.368	0.239
35.440	24.484	0.239
35.450	24.579	0.239
35.460	24.665	0.239
35.470	24.717	0.239
35.480	24.752	0.239
35.490	24.782	0.239
35.500	24.778	0.239
35.510	24.740	0.239
35.520	24.679	0.239
35.530	24.611	0.239
35.540	24.516	0.239
35.550	24.396	0.239
35.560	24.272	0.239
35.570	24.117	0.239
35.580	23.941	0.239
35.590	23.770	0.239
35.600	23.567	0.239
35.610	23.353	0.239
35.620	23.146	0.239
35.630	22.906	0.239
35.640	22.661	0.239
35.650	22.421	0.239
35.660	22.163	0.239
35.670	21.901	0.239
35.680	21.652	0.239
35.690	21.394	0.239
35.700	21.132	0.239
35.710	20.878	0.239
35.720	20.646	0.239
35.730	20.406	0.239
35.740	20.174	0.239
35.750	19.968	0.239
35.760	19.757	0.239
35.770	19.560	0.239
35.780	19.392	0.239
35.790	19.229	0.239
35.800	19.079	0.239
35.810	18.963	0.239
35.820	18.855	0.239
35.830	18.766	0.239
35.840	18.705	0.239
35.850	18.659	0.239
35.860	18.628	0.239
35.870	18.633	0.239
35.880	18.646	0.239
35.890	18.681	0.239
35.900	18.754	0.239
35.910	18.832	0.239
35.920	18.926	0.239
35.930	19.047	0.239
35.940	19.193	0.239
35.950	19.344	0.239
35.960	19.516	0.239
35.970	19.715	0.239
35.980	19.912	0.239
35.990	20.128	0.239
36.000	20.364	0.239
36.010	20.597	0.239
36.020	20.842	0.239
36.030	21.104	0.239
36.040	21.363	0.239
36.050	21.617	0.239
36.060	21.888	0.239
36.070	22.146	0.239
36.080	22.400	0.239
36.090	22.662	0.239
36.100	22.903	0.239
36.110	23.144	0.239
36.120	23.372	0.239
36.130	23.601	0.239
36.140	23.807	0.239
36.150	23.997	0.239
36.160	24.186	0.239
36.170	24.341	0.239
36.180	24.483	0.239
36.190	24.616	0.239
36.200	24.720	0.239
36.210	24.802	0.239
36.220	24.875	0.239
36.230	24.914	0.239
36.240	24.931	0.239
36.250	24.940	0.239
36.260	24.915	0.239
36.270	24.867	0.239
36.280	24.812	0.239
36.290	24.722	0.239
36.300	24.610	0.239
36.310	24.481	0.239
36.320	24.348	0.239
36.330	24.181	0.239
36.340	23.996	0.239
36.350	23.812	0.239
36.360	23.601	0.239
36.370	23.378	0.239
36.380	23.154	0.239
36.390	22.910	0.239
36.400	22.656	0.239
36.410	22.407	0.239
36.420	22.145	0.239
36.430	21.878	0.239
36.440	21.621	0.239
36.450	21.354	0.239
36.460	21.088	0.239
36.470	20.843	0.239
36.480	20.590	0.239
36.490	20.345	0.239
36.500	20.117	0.239
36.510	19.894	0.239
36.520	19.679	0.239
36.530	19.477	0.239
36.540	19.310	0.239
36.550	19.147	0.239
36.560	18.996	0.239
36.570	18.885	0.239
36.580	18.777	0.239
36.590	18.692	0.239
36.600	18.636	0.239
36.610	18.589	0.239
36.620	18.563	0.239
36.630	18.572	0.239
36.640	18.589	0.239
36.650	18.628	0.239
36.660	18.702	0.239
36.670	18.784	0.239
36.680	18.891	0.239
36.690	19.025	0.239
36.700	19.167	0.239
36.710	19.331	0.239
36.720	19.503	0.239
36.730	19.709	0.239
36.740	19.912	0.239
36.750	20.127	0.239
36.760	20.368	0.239
36.770	20.604	0.239
36.780	20.850	0.239
36.790	21.112	0.239
36.800	21.366	0.239
36.810	21.624	0.239
36.820	21.895	0.239
36.830	22.149	0.239
36.840	22.399	0.239
36.850	22.661	0.239
36.860	22.898	0.239
36.870	23.126	0.239
36.880	23.358	0.239
36.890	23.570	0.239
36.900	23.763	0.239
36.910	23.944	0.239
36.920	24.120	0.239
36.930	24.271	0.239
36.940	24.396	0.239
36.950	24.521	0.239
36.960	24.607	0.239
36.970	24.676	0.239
36.980	24.741	0.239
36.990	24.767	0.239
37.000	24.776	0.239
37.010	24.771	0.239
37.020	24.737	0.239
37.030	24.677	0.239
37.040	24.613	0.239
37.050	24.519	0.239
37.060	24.403	0.239
37.070	24.278	0.239
37.080	24.128	0.239
37.090	23.960	0.239
37.100	23.793	0.239
37.110	23.596	0.239
37.120	23.385	0.239
37.130	23.162	0.239
37.140	22.938	0.239
37.150	22.694	0.239
37.160	22.449	0.239
37.170	22.204	0.239
37.180	21.946	0.239
37.190	21.688	0.239
37.200	21.439	0.239
37.210	21.181	0.239
37.220	20.928	0.239
37.230	20.692	0.239
37.240	20.451	0.239
37.250	20.219	0.239
37.260	20.013	0.239
37.270	19.837	0.239
37.280	19.691	0.239
37.290	19.540	0.239
37.300	19.403	0.239
37.310	19.283	0.239
37.320	19.184	0.239
37.330	19.112	0.239
37.340	19.069	0.239
37.350	19.104	0.239
37.360	19.121	0.239
37.370	19.117	0.239
37.380	19.121	0.239
37.390	19.160	0.239
37.400	19.203	0.239
37.410	19.264	0.239
37.420	19.341	0.239
37.430	19.376	0.239
37.440	19.329	0.239
37.450	19.449	0.239
37.460	19.583	0.239
37.470	19.746	0.239
37.480	19.936	0.239
37.490	20.134	0.239
37.500	20.341	0.239
37.510	20.534	0.239
37.520	20.745	0.239
37.530	20.978	0.239
37.540	21.227	0.239
37.550	21.485	0.239
37.560	21.739	0.239
37.570	21.989	0.239
37.580	22.251	0.239
37.590	22.501	0.239
37.600	22.742	0.239
37.610	22.992	0.239
37.620	23.215	0.239
37.630	23.431	0.239
37.640	23.646	0.239
37.650	23.835	0.239
37.660	24.007	0.239
37.670	24.175	0.239
37.680	24.317	0.239
37.690	24.438	0.239
37.700	24.554	0.239
37.710	24.640	0.239
37.720	24.705	0.239
37.730	24.748	0.239
37.740	24.783	0.239
37.750	24.783	0.239
37.760	24.762	0.239
37.770	24.732	0.239
37.780	24.668	0.239
37.790	24.586	0.239
37.800	24.496	0.239
37.810	24.376	0.239
37.820	24.239	0.239
37.830	24.092	0.239
37.840	23.921	0.239
37.850	23.727	0.239
37.860	23.539	0.239
37.870	23.320	0.239
37.880	23.092	0.239
37.890	22.869	0.239
37.900	22.619	0.239
37.910	22.370	0.239
37.920	22.112	0.239
37.930	21.863	0.239
37.940	21.601	0.239
37.950	21.339	0.239
37.960	21.095	0.239
37.970	20.841	0.239
37.980	20.588	0.239
37.990	20.364	0.239
38.000	20.132	0.239
38.010	19.913	0.239
38.020	19.720	0.239
38.030	19.526	0.239
38.040	19.346	0.239
38.050	19.200	0.239
38.060	19.054	0.239
38.070	18.930	0.239
38.080	18.831	0.239
38.090	18.741	0.239
38.100	18.672	0.239
38.110	18.625	0.239
38.120	18.617	0.239
38.130	18.617	0.239
38.140	18.634	0.239
38.150	18.691	0.239
38.160	18.751	0.239
38.170	18.833	0.239
38.180	18.949	0.239
38.190	19.066	0.239
38.200	19.203	0.239
38.210	19.371	0.239
38.220	19.539	0.239
38.230	19.728	0.239
38.240	19.944	0.239
38.250	20.155	0.239
38.260	20.383	0.239
38.270	20.632	0.239
38.280	20.873	0.239
38.290	21.119	0.239
38.300	21.386	0.239
38.310	21.639	0.239
38.320	21.893	0.239
38.330	22.147	0.239
38.340	22.409	0.239
38.350	22.655	0.239
38.360	22.896	0.239
38.370	23.141	0.239
38.380	23.365	0.239
38.390	23.572	0.239
38.400	23.782	0.239
38.410	23.967	0.239
38.420	24.131	0.239
38.430	24.295	0.239
38.440	24.428	0.239
38.450	24.544	0.239
38.460	24.652	0.239
38.470	24.725	0.239
38.480	24.782	0.239
38.490	24.829	0.239
38.500	24.842	0.239
38.510	24.834	0.239
38.520	24.804	0.239
38.530	24.765	0.239
38.540	24.693	0.239
38.550	24.602	0.239
38.560	24.504	0.239
38.570	24.375	0.239
38.580	24.225	0.239
38.590	24.074	0.239
38.600	23.894	0.239
38.610	23.701	0.239
38.620	23.508	0.239
38.630	23.289	0.239
38.640	23.057	0.239
38.650	22.829	0.239
38.660	22.584	0.239
38.670	22.335	0.239
38.680	22.090	0.239
38.690	21.837	0.239
38.700	21.587	0.239
38.710	21.351	0.239
38.720	21.111	0.239
38.730	20.866	0.239
38.740	20.625	0.239
38.750	20.389	0.239
38.760	20.153	0.239
38.770	19.942	0.239
38.780	19.753	0.239
38.790	19.568	0.239
38.800	19.401	0.239
38.810	19.264	0.239
38.820	19.131	0.239
38.830	19.015	0.239
38.840	18.929	0.239
