Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Distance (cm)	Dist Error (cm)
38.850	18.852	0.239
38.860	18.796	0.239
38.870	18.771	0.239
38.880	18.754	0.239
38.890	18.758	0.239
38.900	18.797	0.239
38.910	18.845	0.239
38.920	18.914	0.239
38.930	18.996	0.239
38.940	19.112	0.239
38.950	19.233	0.239
38.960	19.370	0.239
38.970	19.534	0.239
38.980	19.702	0.239
38.990	19.882	0.239
39.000	20.093	0.239
39.010	20.304	0.239
39.020	20.520	0.239
39.030	20.760	0.239
39.040	20.993	0.239
39.050	21.230	0.239
39.060	21.479	0.239
39.070	21.720	0.239
39.080	21.961	0.239
39.090	22.215	0.239
39.100	22.447	0.239
39.110	22.680	0.239
39.120	22.904	0.239
39.130	23.136	0.239
39.140	23.343	0.239
39.150	23.536	0.239
39.160	23.730	0.239
39.170	23.898	0.239
39.180	24.044	0.239
39.190	24.191	0.239
39.200	24.307	0.239
39.210	24.402	0.239
39.220	24.497	0.239
39.230	24.557	0.239
39.240	24.596	0.239
39.250	24.626	0.239
39.260	24.622	0.239
39.270	24.601	0.239
39.280	24.571	0.239
39.290	24.502	0.239
39.300	24.417	0.239
39.310	24.309	0.239
39.320	24.202	0.239
39.330	24.060	0.239
39.340	23.906	0.239
39.350	23.747	0.239
39.360	23.562	0.239
39.370	23.361	0.239
39.380	23.163	0.239
39.390	22.944	0.239
39.400	22.712	0.239
39.410	22.489	0.239
39.420	22.243	0.239
39.430	21.994	0.239
39.440	21.758	0.239
39.450	21.513	0.239
39.460	21.269	0.239
39.470	21.036	0.239
39.480	20.800	0.239
39.490	20.568	0.239
39.500	20.354	0.239
39.510	20.139	0.239
39.520	19.933	0.239
39.530	19.739	0.239
39.540	19.576	0.239
39.550	19.413	0.239
39.560	19.267	0.239
39.570	19.151	0.239
39.580	19.040	0.239
39.590	18.945	0.239
39.600	18.885	0.239
39.610	18.825	0.239
39.620	18.791	0.239
39.630	18.787	0.239
39.640	18.791	0.239
39.650	18.818	0.239
39.660	18.874	0.239
39.670	18.943	0.239
39.680	19.024	0.239
39.690	19.141	0.239
39.700	19.266	0.239
39.710	19.403	0.239
39.720	19.559	0.239
39.730	19.743	0.239
39.740	19.929	0.239
39.750	20.127	0.239
39.760	20.355	0.239
39.770	20.596	0.239
39.780	20.833	0.239
39.790	21.078	0.239
39.800	21.319	0.239
39.810	21.560	0.239
39.820	21.805	0.239
39.830	22.042	0.239
39.840	22.287	0.239
39.850	22.541	0.239
39.860	22.773	0.239
39.870	23.006	0.239
39.880	23.238	0.239
39.890	23.449	0.239
39.900	23.647	0.239
39.910	23.832	0.239
39.920	24.017	0.239
39.930	24.172	0.239
39.940	24.314	0.239
39.950	24.448	0.239
39.960	24.551	0.239
39.970	24.633	0.239
39.980	24.711	0.239
39.990	24.754	0.239
40.000	24.780	0.239
40.010	24.797	0.239
40.020	24.776	0.239
40.030	24.737	0.239
40.040	24.691	0.239
40.050	24.613	0.239
40.060	24.515	0.239
40.070	24.407	0.239
40.080	24.274	0.239
40.090	24.120	0.239
40.100	23.965	0.239
40.110	23.781	0.239
40.120	23.579	0.239
40.130	23.368	0.239
40.140	23.158	0.239
40.150	22.922	0.239
40.160	22.681	0.239
40.170	22.445	0.239
40.180	22.191	0.239
40.190	21.933	0.239
40.200	21.693	0.239
40.210	21.435	0.239
40.220	21.182	0.239
40.230	20.945	0.239
40.240	20.701	0.239
40.250	20.464	0.239
40.260	20.245	0.239
40.270	20.026	0.239
40.280	19.820	0.239
40.290	19.639	0.239
40.300	19.459	0.239
40.310	19.301	0.239
40.320	19.154	0.239
40.330	19.039	0.239
40.340	18.931	0.239
40.350	18.841	0.239
40.360	18.785	0.239
40.370	18.734	0.239
40.380	18.704	0.239
40.390	18.709	0.239
40.400	18.722	0.239
40.410	18.752	0.239
40.420	18.821	0.239
40.430	18.895	0.239
40.440	18.989	0.239
40.450	19.114	0.239
40.460	19.243	0.239
40.470	19.390	0.239
40.480	19.566	0.239
40.490	19.743	0.239
40.500	19.932	0.239
40.510	20.139	0.239
40.520	20.367	0.239
40.530	20.595	0.239
40.540	20.827	0.239
40.550	21.073	0.239
40.560	21.318	0.239
40.570	21.559	0.239
40.580	21.817	0.239
40.590	22.062	0.239
40.600	22.299	0.239
40.610	22.549	0.239
40.620	22.781	0.239
40.630	23.005	0.239
40.640	23.233	0.239
40.650	23.440	0.239
40.660	23.629	0.239
40.670	23.819	0.239
40.680	23.982	0.239
40.690	24.129	0.239
40.700	24.266	0.239
40.710	24.378	0.239
40.720	24.469	0.239
40.730	24.542	0.239
40.740	24.607	0.239
40.750	24.641	0.239
40.760	24.654	0.239
40.770	24.663	0.239
40.780	24.633	0.239
40.790	24.586	0.239
40.800	24.535	0.239
40.810	24.449	0.239
40.820	24.342	0.239
40.830	24.230	0.239
40.840	24.093	0.239
40.850	23.934	0.239
40.860	23.775	0.239
40.870	23.591	0.239
40.880	23.389	0.239
40.890	23.191	0.239
40.900	22.968	0.239
40.910	22.740	0.239
40.920	22.499	0.239
40.930	22.268	0.239
40.940	22.023	0.239
40.950	21.773	0.239
40.960	21.537	0.239
40.970	21.288	0.239
40.980	21.043	0.239
40.990	20.820	0.239
41.000	20.584	0.239
41.010	20.360	0.239
41.020	20.188	0.239
41.030	20.008	0.239
41.040	19.841	0.239
41.050	19.686	0.239
41.060	19.536	0.239
41.070	19.411	0.239
41.080	19.317	0.239
41.090	19.223	0.239
41.100	19.158	0.239
41.110	19.129	0.239
41.120	19.094	0.239
41.130	19.026	0.239
41.140	19.013	0.239
41.150	19.013	0.239
41.160	19.031	0.239
41.170	19.070	0.239
41.180	19.147	0.239
41.190	19.225	0.239
41.200	19.324	0.239
41.210	19.457	0.239
41.220	19.591	0.239
41.230	19.712	0.239
41.240	19.871	0.239
41.250	20.052	0.239
41.260	20.254	0.239
41.270	20.477	0.239
41.280	20.697	0.239
41.290	20.925	0.239
41.300	21.171	0.239
41.310	21.407	0.239
41.320	21.648	0.239
41.330	21.889	0.239
41.340	22.135	0.239
41.350	22.371	0.239
41.360	22.599	0.239
41.370	22.836	0.239
41.380	23.051	0.239
41.390	23.258	0.239
41.400	23.464	0.239
41.410	23.650	0.239
41.420	23.817	0.239
41.430	23.985	0.239
41.440	24.123	0.239
41.450	24.248	0.239
41.460	24.364	0.239
41.470	24.451	0.239
41.480	24.515	0.239
41.490	24.576	0.239
41.500	24.606	0.239
41.510	24.611	0.239
41.520	24.602	0.239
41.530	24.581	0.239
41.540	24.529	0.239
41.550	24.457	0.239
41.560	24.379	0.239
41.570	24.268	0.239
41.580	24.139	0.239
41.590	24.006	0.239
41.600	23.847	0.239
41.610	23.671	0.239
41.620	23.495	0.239
41.630	23.289	0.239
41.640	23.078	0.239
41.650	22.868	0.239
41.660	22.636	0.239
41.670	22.395	0.239
41.680	22.163	0.239
41.690	21.918	0.239
41.700	21.669	0.239
41.710	21.420	0.239
41.720	21.184	0.239
41.730	20.943	0.239
41.740	20.707	0.239
41.750	20.488	0.239
41.760	20.265	0.239
41.770	20.054	0.239
41.780	19.861	0.239
41.790	19.672	0.239
41.800	19.491	0.239
41.810	19.346	0.239
41.820	19.200	0.239
41.830	19.071	0.239
41.840	18.976	0.239
41.850	18.891	0.239
41.860	18.818	0.239
41.870	18.784	0.239
41.880	18.758	0.239
41.890	18.750	0.239
41.900	18.758	0.239
41.910	18.802	0.239
41.920	18.853	0.239
41.930	18.923	0.239
41.940	19.026	0.239
41.950	19.134	0.239
41.960	19.263	0.239
41.970	19.422	0.239
41.980	19.581	0.239
41.990	19.758	0.239
42.000	19.960	0.239
42.010	20.158	0.239
42.020	20.369	0.239
42.030	20.602	0.239
42.040	20.825	0.239
42.050	21.058	0.239
42.060	21.312	0.239
42.070	21.552	0.239
42.080	21.798	0.239
42.090	22.056	0.239
42.100	22.297	0.239
42.110	22.538	0.239
42.120	22.771	0.239
42.130	23.007	0.239
42.140	23.218	0.239
42.150	23.420	0.239
42.160	23.627	0.239
42.170	23.808	0.239
42.180	23.971	0.239
42.190	24.135	0.239
42.200	24.268	0.239
42.210	24.389	0.239
42.220	24.497	0.239
42.230	24.575	0.239
42.240	24.635	0.239
42.250	24.687	0.239
42.260	24.708	0.239
42.270	24.704	0.239
42.280	24.696	0.239
42.290	24.653	0.239
42.300	24.589	0.239
42.310	24.507	0.239
42.320	24.421	0.239
42.330	24.301	0.239
42.340	24.168	0.239
42.350	24.027	0.239
42.360	23.859	0.239
42.370	23.679	0.239
42.380	23.498	0.239
42.390	23.292	0.239
42.400	23.078	0.239
42.410	22.863	0.239
42.420	22.631	0.239
42.430	22.390	0.239
42.440	22.163	0.239
42.450	21.913	0.239
42.460	21.669	0.239
42.470	21.436	0.239
42.480	21.192	0.239
42.490	20.956	0.239
42.500	20.723	0.239
42.510	20.509	0.239
42.520	20.294	0.239
42.530	20.088	0.239
42.540	19.907	0.239
42.550	19.727	0.239
42.560	19.559	0.239
42.570	19.422	0.239
42.580	19.289	0.239
42.590	19.169	0.239
42.600	19.083	0.239
42.610	19.002	0.239
42.620	18.942	0.239
42.630	18.912	0.239
42.640	18.891	0.239
42.650	18.886	0.239
42.660	18.917	0.239
42.670	18.956	0.239
42.680	19.008	0.239
42.690	19.094	0.239
42.700	19.189	0.239
42.710	19.296	0.239
42.720	19.421	0.239
42.730	19.580	0.239
42.740	19.740	0.239
42.750	19.908	0.239
42.760	20.106	0.239
42.770	20.299	0.239
42.780	20.502	0.239
42.790	20.726	0.239
42.800	20.945	0.239
42.810	21.169	0.239
42.820	21.410	0.239
42.830	21.642	0.239
42.840	21.875	0.239
42.850	22.120	0.239
42.860	22.348	0.239
42.870	22.572	0.239
42.880	22.800	0.239
42.890	23.011	0.239
42.900	23.213	0.239
42.910	23.398	0.239
42.920	23.592	0.239
42.930	23.755	0.239
42.940	23.906	0.239
42.950	24.052	0.239
42.960	24.173	0.239
42.970	24.272	0.239
42.980	24.363	0.239
42.990	24.427	0.239
43.000	24.475	0.239
43.010	24.510	0.239
43.020	24.505	0.239
43.030	24.488	0.239
43.040	24.467	0.239
43.050	24.412	0.239
43.060	24.338	0.239
43.070	24.257	0.239
43.080	24.150	0.239
43.090	24.021	0.239
43.100	23.880	0.239
43.110	23.729	0.239
43.120	23.558	0.239
43.130	23.368	0.239
43.140	23.188	0.239
43.150	22.977	0.239
43.160	22.763	0.239
43.170	22.552	0.239
43.180	22.320	0.239
43.190	22.084	0.239
43.200	21.861	0.239
43.210	21.620	0.239
43.220	21.384	0.239
43.230	21.165	0.239
43.240	20.933	0.239
43.250	20.714	0.239
43.260	20.512	0.239
43.270	20.306	0.239
43.280	20.108	0.239
43.290	19.932	0.239
43.300	19.756	0.239
43.310	19.593	0.239
43.320	19.447	0.239
43.330	19.327	0.239
43.340	19.215	0.239
43.350	19.117	0.239
43.360	19.052	0.239
43.370	18.992	0.239
43.380	18.950	0.239
43.390	18.941	0.239
43.400	18.937	0.239
43.410	18.954	0.239
43.420	19.006	0.239
43.430	19.062	0.239
43.440	19.136	0.239
43.450	19.239	0.239
43.460	19.351	0.239
43.470	19.480	0.239
43.480	19.636	0.239
43.490	19.795	0.239
43.500	19.984	0.239
43.510	20.178	0.239
43.520	20.384	0.239
43.530	20.582	0.239
43.540	20.789	0.239
43.550	21.026	0.239
43.560	21.254	0.239
43.570	21.486	0.239
43.580	21.736	0.239
43.590	21.973	0.239
43.600	22.205	0.239
43.610	22.450	0.239
43.620	22.678	0.239
43.630	22.897	0.239
43.640	23.126	0.239
43.650	23.328	0.239
43.660	23.522	0.239
43.670	23.711	0.239
43.680	23.879	0.239
43.690	24.034	0.239
43.700	24.172	0.239
43.710	24.310	0.239
43.720	24.413	0.239
43.730	24.499	0.239
43.740	24.577	0.239
43.750	24.624	0.239
43.760	24.655	0.239
43.770	24.676	0.239
43.780	24.664	0.239
43.790	24.634	0.239
43.800	24.596	0.239
43.810	24.522	0.239
43.820	24.433	0.239
43.830	24.338	0.239
43.840	24.214	0.239
43.850	24.068	0.239
43.860	23.922	0.239
43.870	23.745	0.239
43.880	23.561	0.239
43.890	23.359	0.239
43.900	23.162	0.239
43.910	22.938	0.239
43.920	22.710	0.239
43.930	22.487	0.239
43.940	22.246	0.239
43.950	22.002	0.239
43.960	21.765	0.239
43.970	21.516	0.239
43.980	21.271	0.239
43.990	21.044	0.239
44.000	20.808	0.239
44.010	20.576	0.239
44.020	20.370	0.239
44.030	20.159	0.239
44.040	19.957	0.239
44.050	19.781	0.239
44.060	19.605	0.239
44.070	19.442	0.239
44.080	19.309	0.239
44.090	19.180	0.239
44.100	19.068	0.239
44.110	18.978	0.239
44.120	18.918	0.239
44.130	18.867	0.239
44.140	18.837	0.239
44.150	18.837	0.239
44.160	18.846	0.239
44.170	18.868	0.239
44.180	18.928	0.239
44.190	18.989	0.239
44.200	19.070	0.239
44.210	19.182	0.239
44.220	19.303	0.239
44.230	19.436	0.239
44.240	19.605	0.239
44.250	19.772	0.239
44.260	19.953	0.239
44.270	20.160	0.239
44.280	20.362	0.239
44.290	20.577	0.239
44.300	20.793	0.239
44.310	21.033	0.239
44.320	21.262	0.239
44.330	21.494	0.239
44.340	21.739	0.239
44.350	21.976	0.239
44.360	22.204	0.239
44.370	22.445	0.239
44.380	22.669	0.239
44.390	22.888	0.239
44.400	23.108	0.239
44.410	23.306	0.239
44.420	23.491	0.239
44.430	23.676	0.239
44.440	23.840	0.239
44.450	23.982	0.239
44.460	24.124	0.239
44.470	24.236	0.239
44.480	24.331	0.239
44.490	24.404	0.239
44.500	24.473	0.239
44.510	24.507	0.239
44.520	24.525	0.239
44.530	24.534	0.239
44.540	24.513	0.239
44.550	24.474	0.239
44.560	24.427	0.239
44.570	24.354	0.239
44.580	24.260	0.239
44.590	24.161	0.239
44.600	24.032	0.239
44.610	23.886	0.239
44.620	23.736	0.239
44.630	23.564	0.239
44.640	23.375	0.239
44.650	23.191	0.239
44.660	22.980	0.239
44.670	22.761	0.239
44.680	22.550	0.239
44.690	22.319	0.239
44.700	22.087	0.239
44.710	21.846	0.239
44.720	21.619	0.239
44.730	21.382	0.239
44.740	21.150	0.239
44.750	20.931	0.239
44.760	20.708	0.239
44.770	20.489	0.239
44.780	20.296	0.239
44.790	20.098	0.239
44.800	19.909	0.239
44.810	19.750	0.239
44.820	19.604	0.239
44.830	19.467	0.239
44.840	19.355	0.239
44.850	19.248	0.239
44.860	19.162	0.239
44.870	19.107	0.239
44.880	19.055	0.239
44.890	19.043	0.239
44.900	19.043	0.239
44.910	19.064	0.239
44.920	19.082	0.239
44.930	19.099	0.239
44.940	19.155	0.239
44.950	19.216	0.239
44.960	19.315	0.239
44.970	19.444	0.239
44.980	19.577	0.239
44.990	19.728	0.239
45.000	19.900	0.239
45.010	20.077	0.239
45.020	20.266	0.239
45.030	20.477	0.239
45.040	20.684	0.239
45.050	20.899	0.239
45.060	21.136	0.239
45.070	21.355	0.239
45.080	21.579	0.239
45.090	21.807	0.239
45.100	22.044	0.239
45.110	22.268	0.239
45.120	22.487	0.239
45.130	22.711	0.239
45.140	22.922	0.239
45.150	23.120	0.239
45.160	23.322	0.239
45.170	23.503	0.239
45.180	23.666	0.239
45.190	23.830	0.239
45.200	23.968	0.239
45.210	24.089	0.239
45.220	24.209	0.239
45.230	24.295	0.239
45.240	24.369	0.239
45.250	24.433	0.239
45.260	24.468	0.239
45.270	24.481	0.239
45.280	24.473	0.239
45.290	24.460	0.239
45.300	24.417	0.239
45.310	24.357	0.239
45.320	24.284	0.239
45.330	24.190	0.239
45.340	24.074	0.239
45.350	23.954	0.239
45.360	23.804	0.239
45.370	23.641	0.239
45.380	23.477	0.239
45.390	23.284	0.239
45.400	23.082	0.239
45.410	22.880	0.239
45.420	22.661	0.239
45.430	22.434	0.239
45.440	22.215	0.239
45.450	21.978	0.239
45.460	21.742	0.239
45.470	21.518	0.239
45.480	21.282	0.239
45.490	21.046	0.239
45.500	20.818	0.239
45.510	20.608	0.239
45.520	20.393	0.239
45.530	20.187	0.239
45.540	20.002	0.239
45.550	19.822	0.239
45.560	19.650	0.239
45.570	19.509	0.239
45.580	19.367	0.239
45.590	19.238	0.239
45.600	19.144	0.239
45.610	19.054	0.239
45.620	18.981	0.239
45.630	18.938	0.239
45.640	18.904	0.239
45.650	18.891	0.239
45.660	18.913	0.239
45.670	18.939	0.239
45.680	18.982	0.239
45.690	19.047	0.239
45.700	19.142	0.239
45.710	19.241	0.239
45.720	19.353	0.239
45.730	19.499	0.239
45.740	19.646	0.239
45.750	19.809	0.239
45.760	19.998	0.239
45.770	20.188	0.239
45.780	20.386	0.239
45.790	20.610	0.239
45.800	20.829	0.239
45.810	21.049	0.239
45.820	21.290	0.239
45.830	21.518	0.239
45.840	21.750	0.239
45.850	21.996	0.239
45.860	22.224	0.239
45.870	22.452	0.239
45.880	22.671	0.239
45.890	22.904	0.239
45.900	23.110	0.239
45.910	23.308	0.239
45.920	23.511	0.239
45.930	23.683	0.239
45.940	23.847	0.239
45.950	24.006	0.239
45.960	24.135	0.239
45.970	24.251	0.239
45.980	24.363	0.239
45.990	24.445	0.239
46.000	24.506	0.239
46.010	24.562	0.239
46.020	24.583	0.239
46.030	24.588	0.239
46.040	24.588	0.239
46.050	24.554	0.239
46.060	24.503	0.239
46.070	24.442	0.239
46.080	24.353	0.239
46.090	24.245	0.239
46.100	24.121	0.239
46.110	23.992	0.239
46.120	23.837	0.239
46.130	23.665	0.239
46.140	23.498	0.239
46.150	23.305	0.239
46.160	23.099	0.239
46.170	22.897	0.239
46.180	22.678	0.239
46.190	22.450	0.239
46.200	22.231	0.239
46.210	21.995	0.239
46.220	21.758	0.239
46.230	21.535	0.239
46.240	21.303	0.239
46.250	21.076	0.239
46.260	20.861	0.239
46.270	20.646	0.239
46.280	20.436	0.239
46.290	20.234	0.239
46.300	20.058	0.239
46.310	19.881	0.239
46.320	19.719	0.239
46.330	19.581	0.239
46.340	19.444	0.239
46.350	19.328	0.239
46.360	19.242	0.239
46.370	19.156	0.239
46.380	19.088	0.239
46.390	19.053	0.239
46.400	19.028	0.239
46.410	19.015	0.239
46.420	19.037	0.239
46.430	19.067	0.239
46.440	19.110	0.239
46.450	19.192	0.239
46.460	19.274	0.239
46.470	19.373	0.239
46.480	19.485	0.239
46.490	19.627	0.239
46.500	19.774	0.239
46.510	19.929	0.239
46.520	20.114	0.239
46.530	20.295	0.239
46.540	20.489	0.239
46.550	20.704	0.239
46.560	20.915	0.239
46.570	21.130	0.239
46.580	21.358	0.239
46.590	21.582	0.239
46.600	21.801	0.239
46.610	22.034	0.239
46.620	22.253	0.239
46.630	22.464	0.239
46.640	22.688	0.239
46.650	22.890	0.239
46.660	23.084	0.239
46.670	23.273	0.239
46.680	23.458	0.239
46.690	23.618	0.239
46.700	23.764	0.239
46.710	23.910	0.239
46.720	24.027	0.239
46.730	24.126	0.239
46.740	24.225	0.239
46.750	24.289	0.239
46.760	24.337	0.239
46.770	24.380	0.239
46.780	24.389	0.239
46.790	24.381	0.239
46.800	24.368	0.239
46.810	24.321	0.239
46.820	24.257	0.239
46.830	24.188	0.239
46.840	24.085	0.239
46.850	23.965	0.239
46.860	23.849	0.239
46.870	23.703	0.239
46.880	23.544	0.239
46.890	23.373	0.239
46.900	23.196	0.239
46.910	22.999	0.239
46.920	22.793	0.239
46.930	22.595	0.239
46.940	22.372	0.239
46.950	22.148	0.239
46.960	21.938	0.239
46.970	21.715	0.239
46.980	21.491	0.239
46.990	21.281	0.239
47.000	21.062	0.239
47.010	20.847	0.239
47.020	20.649	0.239
47.030	20.443	0.239
47.040	20.250	0.239
47.050	20.078	0.239
47.060	19.906	0.239
47.070	19.748	0.239
47.080	19.602	0.239
47.090	19.482	0.239
47.100	19.370	0.239
47.110	19.267	0.239
47.120	19.198	0.239
47.130	19.134	0.239
47.140	19.087	0.239
47.150	19.070	0.239
47.160	19.061	0.239
47.170	19.070	0.239
47.180	19.109	0.239
47.190	19.157	0.239
47.200	19.221	0.239
47.210	19.334	0.239
47.220	19.450	0.239
47.230	19.566	0.239
47.240	19.712	0.239
47.250	19.863	0.239
47.260	20.023	0.239
47.270	20.195	0.239
47.280	20.393	0.239
47.290	20.587	0.239
47.300	20.793	0.239
47.310	21.012	0.239
47.320	21.215	0.239
47.330	21.426	0.239
47.340	21.663	0.239
47.350	21.886	0.239
47.360	22.110	0.239
47.370	22.347	0.239
47.380	22.562	0.239
47.390	22.777	0.239
47.400	22.993	0.239
47.410	23.190	0.239
47.420	23.380	0.239
47.430	23.569	0.239
47.440	23.733	0.239
47.450	23.883	0.239
47.460	24.021	0.239
47.470	24.155	0.239
47.480	24.258	0.239
47.490	24.344	0.239
47.500	24.426	0.239
47.510	24.478	0.239
47.520	24.513	0.239
47.530	24.539	0.239
47.540	24.530	0.239
47.550	24.505	0.239
47.560	24.475	0.239
47.570	24.411	0.239
47.580	24.329	0.239
47.590	24.243	0.239
47.600	24.127	0.239
47.610	23.994	0.239
47.620	23.857	0.239
47.630	23.694	0.239
47.640	23.514	0.239
47.650	23.337	0.239
47.660	23.136	0.239
47.670	22.925	0.239
47.680	22.706	0.239
47.690	22.491	0.239
47.700	22.264	0.239
47.710	22.031	0.239
47.720	21.808	0.239
47.730	21.572	0.239
47.740	21.340	0.239
47.750	21.121	0.239
47.760	20.893	0.239
47.770	20.670	0.239
47.780	20.472	0.239
47.790	20.266	0.239
47.800	20.069	0.239
47.810	19.897	0.239
47.820	19.725	0.239
47.830	19.571	0.239
47.840	19.438	0.239
47.850	19.313	0.239
47.860	19.202	0.239
47.870	19.107	0.239
47.880	19.047	0.239
47.890	18.987	0.239
47.900	18.953	0.239
47.910	18.945	0.239
47.920	18.949	0.239
47.930	18.966	0.239
47.940	19.018	0.239
47.950	19.074	0.239
47.960	19.152	0.239
47.970	19.260	0.239
47.980	19.368	0.239
47.990	19.492	0.239
48.000	19.648	0.239
48.010	19.802	0.239
48.020	19.970	0.239
48.030	20.168	0.239
48.040	20.362	0.239
48.050	20.560	0.239
48.060	20.771	0.239
48.070	20.995	0.239
48.080	21.218	0.239
48.090	21.442	0.239
48.100	21.679	0.239
48.110	21.903	0.239
48.120	22.122	0.239
48.130	22.355	0.239
48.140	22.570	0.239
48.150	22.781	0.239
48.160	22.996	0.239
48.170	23.185	0.239
48.180	23.370	0.239
48.190	23.551	0.239
48.200	23.711	0.239
48.210	23.853	0.239
48.220	23.995	0.239
48.230	24.107	0.239
48.240	24.202	0.239
48.250	24.279	0.239
48.260	24.357	0.239
48.270	24.400	0.239
48.280	24.426	0.239
48.290	24.443	0.239
48.300	24.431	0.239
48.310	24.396	0.239
48.320	24.358	0.239
48.330	24.294	0.239
48.340	24.208	0.239
48.350	24.114	0.239
48.360	23.998	0.239
48.370	23.860	0.239
48.380	23.723	0.239
48.390	23.560	0.239
48.400	23.380	0.239
48.410	23.204	0.239
48.420	23.006	0.239
48.430	22.796	0.239
48.440	22.593	0.239
48.450	22.375	0.239
48.460	22.147	0.239
48.470	21.919	0.239
48.480	21.704	0.239
48.490	21.477	0.239
48.500	21.249	0.239
48.510	21.043	0.239
48.520	20.824	0.239
48.530	20.613	0.239
48.540	20.425	0.239
48.550	20.231	0.239
48.560	20.077	0.239
48.570	19.935	0.239
48.580	19.811	0.239
48.590	19.673	0.239
48.600	19.562	0.239
48.610	19.454	0.239
48.620	19.360	0.239
48.630	19.300	0.239
48.640	19.240	0.239
48.650	19.202	0.239
